Company/Bond,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Num Rating 1 Q Ahead,Market Cap,Industry_Number
16,2.15,3.33,3.19,11.7,6.3,8.27,1178,6.72,581.24,81,42.39,617.61,86.06,45.04,2,188262.1596,0
16,2.12,3.33,3.15,10.07,6.32,6.69,1188,7.62,515.42,79.71,42.36,546.59,84.53,44.92,2,220445.658,0
16,2.11,3.35,3.25,8.43,3.88,4.5,1013,8.3,447.95,77.13,40.08,480.74,82.78,43.01,2,227620.6944,0
17,0.08,1.24,0.09,27.82,26.41,24.49,96,48.94,36.85,25.44,18.03,44.88,30.98,21.96,1,103483.04,0
17,-0.27,0.91,-0.32,24.38,23.61,20.34,89,54.12,32.32,24.42,17.49,32.33,24.43,17.5,1,117626,0
17,-0.49,0.86,-0.59,26.83,26.35,22.48,82,55.78,29.96,23.05,16.71,29.97,23.06,16.72,1,113027.22,0
17,-0.01,1.32,-0.01,15.85,15.25,12.6,154,51.34,44.36,29.83,22.77,48.7,32.75,25,1,109662.56,0
17,-0.23,1.23,-0.29,21.3,21.06,18.14,159,52.91,36.82,26.15,19.48,40.81,28.98,21.59,1,110598.72,0
17,-0.55,1.72,-0.68,12.47,12.16,9.72,179,49.33,51.81,33.3,25.89,55.59,35.73,27.78,1,123619.75,0
17,-0.56,1.69,-0.69,14.23,13.99,11.59,188,51.14,49.26,32.23,25.54,52.85,34.57,27.4,1,113436.82,0
17,-0.17,1.82,-0.2,13,12.67,9.91,186,47.95,39.85,25.8,19.36,54.48,35.27,26.47,1,109771.125,0
17,-0.34,1.62,-0.42,19.93,19.59,16.42,201,50.01,36.89,25.1,18.69,46.97,31.96,23.8,1,136604.295,0
17,-0.56,1.84,-0.71,13.36,12.76,9.78,196,49.2,45.45,29.82,22.65,52.41,34.39,26.11,1,166506.9,0
17,-0.62,1.73,-0.79,16.26,15.69,12.94,214,51.18,42.41,28.49,21.98,48.88,32.83,25.33,1,173426.96,0
17,-0.7,1.34,-0.88,18.08,17.43,14.64,204,54.11,39.81,28.47,21.8,39.81,28.47,21.8,1,141781.57,0
17,-0.87,1.32,-1.07,25.86,3.64,22.35,195,54.09,36.71,26.3,20.09,39.56,28.35,21.65,1,157753.2,0
17,-1.08,1.16,-1.32,17.67,16.83,13.97,192,55.36,35.86,26.4,20.02,35.86,26.4,20.02,1,145660.645,0
17,-1.02,1.12,-1.24,19.85,19.18,16.2,192,57.5,34.96,25.91,20.27,34.96,25.91,20.27,1,129835.35,0
17,-0.92,1.1,-1.11,21.3,20.55,17.46,190,57.66,34.15,25.46,19.87,34.15,25.46,19.87,1,152901.15,0
17,-0.85,1.2,-1.04,27.69,26.57,23.69,194,55.78,30.68,22.33,17.27,37.37,27.2,21.03,1,152766.9,0
17,-1,1.06,-1.21,19.28,18.54,15.31,188,56.6,30.92,23.11,17.66,33.77,25.25,19.29,1,161578.56,0
17,-0.81,1.39,-0.98,21.48,20.39,17.8,195,53.96,42.63,29.3,23.23,45.51,31.28,24.8,1,156941.88,0
17,-0.79,1.38,-0.96,19.8,19.23,16.26,205,54.56,42.25,29.12,23.29,45.11,31.08,24.86,1,145568.34,0
17,-0.78,1.26,-0.93,27.34,26.47,23.81,210,54.57,40.97,29.06,22.61,40.97,29.06,22.61,1,159016.74,0
17,-0.85,1.64,-1.02,16.67,15.97,13.24,217,50.39,51.32,33.15,26.13,54.81,35.4,27.9,1,175330.13,0
17,-0.73,1.65,-0.88,18,17.45,14.83,230,51.11,51.38,33.18,26.56,54.84,35.42,28.35,1,187577.28,0
17,-0.73,1.63,-0.88,18.76,18.11,15.64,228,51.65,50.13,32.66,26.2,53.48,34.85,27.95,1,184310.14,0
17,-0.83,1.63,-1,23.57,22.92,20.54,239,51.93,47.61,31.57,25.02,50.79,33.68,26.7,1,186519.18,0
17,-1.08,2.19,-1.28,14.06,13.29,11.35,261,47.48,67.95,40.46,32.66,67.95,40.46,32.66,1,191624.86,0
17,-0.69,2.17,-0.82,15.16,14.36,12.56,282,48.36,67.67,40.36,33.02,67.67,40.36,33.02,1,188877.07,0
17,-0.65,2.18,-0.78,14.97,13.62,12.39,273,48.67,62.35,37.45,30.62,66.47,39.93,32.64,1,158819.38,0
17,-0.74,3.03,-0.89,14.46,12.62,12.25,325,43.88,81.39,43.88,36.03,85.46,46.08,37.83,1,163985.76,0
17,-0.85,3.1,-1.02,8.89,7.7,7.1,374,42.93,84.25,44.7,36.51,88.46,46.94,38.33,1,152857.68,0
17,-0.66,3.23,-0.8,9.67,9.15,7.96,371,43.13,86.2,45.25,37.51,90.52,47.51,39.39,1,166066.2,0
18,-0.17,3.59,-0.21,13.84,12.63,11.63,94,50.12,49.94,29.32,25.03,70.37,41.3,35.27,1,110334.1017,2
18,-0.47,7.06,-0.57,8.55,7.95,7.38,176,36.52,132.06,54.37,48.23,142.89,58.83,52.19,1,110813.2536,2
18,3.21,9.27,4.28,3.51,2.64,1.25,299,49.89,63.41,37.75,31.64,67.98,40.47,33.92,1,103943.031,2
18,3.09,9.13,4.51,5.99,5.25,3.7,306,50.47,63.83,38.15,32.22,67.34,40.24,33.99,1,106367.2037,2
18,2.92,8.74,4.54,6.16,5.48,4.01,324,49.81,64.46,38.23,32.1,68.58,40.68,34.16,1,110732.2764,2
19,0.5,0.59,0.57,97.75,26.13,85.75,8,64.91,17.9,15.16,11.63,18.06,15.3,11.73,0,116231.1787,4
19,0.22,0.46,0.25,114.63,45.88,101.25,8,61.38,14.12,12.36,8.68,14.21,12.44,8.73,0,128177.6273,4
19,0.23,0.41,0.25,153.75,73,139.5,8,63.79,13.34,11.76,8.52,13.42,11.83,8.57,0,130552.3465,4
19,-0.06,0.21,-0.07,132,57.25,117.38,8,69.06,6.24,5.87,4.31,6.31,5.93,4.36,0,121996.2202,4
19,-0.09,0.2,-0.11,1154,481,1017,1,65.74,5.8,5.47,3.81,6.03,5.68,3.97,0,103987.6814,4
19,-0.03,0.19,-0.03,188.13,76.5,169.88,8,68.76,5.52,5.22,3.8,5.73,5.42,3.95,0,112047.7956,4
19,0.1,0.18,0.12,241.6,26.6,210.8,5,69.74,5.35,5.07,3.73,5.56,5.26,3.88,0,115958.0715,4
19,-0.02,0.31,-0.02,401.33,129.33,342.33,3,64.99,8.1,7.48,5.27,8.28,7.65,5.39,0,115886.8642,4
19,0,0.3,0,210.63,97.25,187,8,67.46,7.63,7.07,5.15,7.86,7.29,5.31,0,109368,4
19,0.9,1.49,1.11,19.3,17.22,16.57,155,42,61.08,37.87,25.66,61.27,37.99,25.74,1,108055.56,4
19,0.92,1.47,1.12,13.92,11.67,11.18,155,42.58,60.77,37.75,25.87,60.96,37.87,25.95,1,115130.05,4
19,0.88,1.39,1.07,13.11,10.49,10.54,166,43.27,53.3,33.16,23.06,60.73,37.78,26.28,1,108401.92,4
19,0.86,1.57,1.04,15.42,13.64,12.77,164,37.09,69.91,39.27,25.93,78.03,43.83,28.94,1,106053,4
19,0.9,1.48,1.09,19.89,18.04,17.34,174,36.68,73.98,40.55,27.14,82.43,45.18,30.24,1,107647.92,4
19,1.02,1.75,1.22,14.31,12.33,12.01,191,32.44,103.36,48.61,33.53,112.63,52.97,36.54,1,107343.5,4
19,1.17,1.61,1.4,12.09,9.76,9.68,182,30.9,117.32,53.92,36.26,117.59,54.04,36.34,1,128531.36,4
19,1.1,1.58,1.31,14.26,12.76,11.92,191,28.49,121.09,54.7,34.5,121.37,54.83,34.58,1,136476.94,4
19,1.08,1.71,1.28,18.74,17.08,16.58,208,26.35,145.78,59.24,38.41,146.08,59.36,38.49,1,142305.45,4
19,1.23,1.67,1.45,13.77,12.08,11.71,218,24.35,165.11,62.2,40.21,165.45,62.33,40.29,1,150266.52,4
19,1.26,1.64,1.48,12.36,10.28,10.29,213,23.34,180.96,63.61,42.23,184.48,64.85,43.05,1,156775.52,4
19,1.12,1.56,1.3,15.49,13.85,13.18,197,21.65,150.13,52.99,32.51,183.31,64.7,39.69,1,157451.52,4
19,1.13,1.76,1.31,17.63,15.99,15.65,233,19.72,188.93,58.25,37.26,224.33,69.17,44.24,1,166693.05,4
25,-1.4,0.9,-1.67,34.75,31.4,29.02,60,57.14,25.77,20.49,14.73,25.77,20.49,14.73,1,129135.8,0
25,-1.33,0.89,-1.62,27.59,25.58,22.63,88,55.2,26.47,20.93,14.62,26.47,20.93,14.62,1,109546.72,0
25,-1.42,0.85,-1.73,26.04,23.77,22.34,94,56.85,25.27,20.17,14.37,25.27,20.17,14.37,1,143790.64,0
25,-1.51,0.81,-1.79,26.04,22.53,22.44,95,57.47,24.13,19.44,13.87,24.13,19.44,13.87,1,159364.8,0
25,-1.6,0.77,-1.88,27.1,23.22,23.38,94,58.4,22.71,18.51,13.27,22.71,18.51,13.27,1,163639.62,0
25,-1.55,0.73,-1.8,14.63,12.83,12.64,188,59.02,20.35,16.91,12.01,20.35,16.91,12.01,1,176716.268,0
25,-1.69,0.72,-1.97,30.3,27.22,25.92,96,60.81,19.36,16.22,11.82,19.36,16.22,11.82,1,194015.8,0
25,-1.43,0.72,-1.67,31.44,28.2,26.42,91,59.33,20.83,17.24,12.39,20.83,17.24,12.39,1,144595,0
25,-1.58,0.73,-1.86,37.9,33.24,31.49,68,58.01,19.32,15.99,11.23,20.83,17.24,12.11,1,151347.2,0
25,-1.71,0.72,-2.02,46.23,40.61,39.52,64,58.49,18.58,15.48,10.88,20.04,16.69,11.74,1,132179.99,0
25,-2.31,1.23,-2.77,19.36,17.37,15.3,105,57.61,27.67,21.67,15.95,27.67,21.67,15.95,1,106320.24,0
25,-2.72,1.41,-3.37,17.4,15.55,12.81,114,56.73,26.62,21.02,15.11,26.62,21.02,15.11,1,126575.8,0
25,-2.86,1.48,-3.6,22.39,20.99,18.63,114,58.24,25.67,20.42,14.96,25.67,20.42,14.96,1,139001.67,0
25,-2.59,2.01,-3.23,18.25,16.68,15,158,54.33,36.58,26.78,19.89,36.58,26.78,19.89,1,131709.98,0
25,-2.33,1.84,-2.88,15.48,13.88,12.88,182,55.28,27.64,20.51,15.28,34.77,25.8,19.23,1,154093.46,0
25,-2.2,1.67,-2.68,17.4,15.57,13.76,169,54.56,27.52,20.46,15.02,34.51,25.66,18.84,1,130460.85,0
25,-2.05,1.63,-2.52,17.49,15.53,14.16,166,55.83,27.33,20.37,15.26,34.18,25.47,19.09,1,127490.22,0
25,-2.26,1.75,-2.87,14.73,12.7,10.46,161,55.67,26.6,19.95,14.82,33.36,25.02,18.59,1,115805.69,0
25,-2.71,1.97,-3.48,21.99,20.09,18.23,150,55.17,33.08,24.63,18.26,34.31,25.55,18.94,1,105193.68,0
25,-2.75,1.79,-3.5,22.39,20.53,18.21,151,56.34,31.7,24.04,17.87,31.86,24.16,17.96,1,107552.34,0
25,-2.28,1.54,-2.85,23.13,21.18,18.97,147,57.6,29.27,22.63,16.86,29.34,22.68,16.9,1,112581.45,0
25,-2.34,1.51,-2.9,23.99,21.99,20.29,145,58.49,22.81,17.74,13.35,28.61,22.24,16.74,1,109861.05,0
25,-2.54,1.45,-3.07,23.81,21.59,19.68,143,58.42,21.86,17.16,12.78,27.42,21.52,16.02,1,137397.944,0
25,-2.4,1.48,-2.91,21.76,19.51,17.54,140,58.46,21.98,17.23,12.85,27.54,21.6,16.11,1,120156.705,0
25,-2.45,1.74,-3.03,16.76,14.83,12.26,136,56.97,22.08,16.91,12.58,30.57,23.41,17.42,1,115240.2,0
25,-2.49,2.2,-3.12,21.58,19.02,17.41,146,54.77,36.53,26.58,20.01,37.44,27.24,20.51,1,117668,0
25,-2.65,2.23,-3.34,23.25,20.96,18.88,142,53.92,35.89,26.24,19.36,36.79,26.89,19.84,1,132628.79,0
25,-2.67,2.27,-3.37,21.14,19.09,16.85,139,54.54,34.59,25.25,18.86,36.98,27,20.17,1,121492.02,0
25,-2.57,2.01,-3.19,23.38,21.47,18.86,139,55.01,34.07,25.13,18.74,35.55,26.22,19.56,1,144068.47,0
25,-2.57,1.99,-3.16,25.12,22.55,21.04,139,55.38,28.19,20.77,15.62,35.7,26.31,19.78,1,146780.26,0
25,-2.65,2.35,-3.26,23.7,21.56,19.34,149,52.66,35.94,25.23,18.93,42.46,29.81,22.36,1,144414,0
25,-2.49,2.14,-3,22.55,20.91,19.36,159,53.66,36,25.52,19.32,41.05,29.1,22.03,1,149156.7,0
25,-2.48,2.02,-2.94,23.41,21.47,20.33,162,54.04,35.47,25.26,19.17,40.41,28.78,21.84,1,118065.24,0
25,-2.42,2.34,-2.85,20.14,18.41,17.05,175,52.55,39.18,26.86,20.59,45.86,31.44,24.1,1,138384.66,0
26,0.88,3.05,1.85,36.37,3.47,19.79,189,46.04,22.76,18.03,10.6,26.2,20.76,12.21,0,174974.4,7
26,0.93,2.4,1.73,1335,-541.5,546,4,46.69,22.34,17.82,10.56,25.36,20.23,11.99,0,187125.9,7
26,0.94,2.06,1.59,42.87,22.77,31.66,261,46.44,24.97,19.71,11.74,26.7,21.07,12.55,0,177770.8,7
26,0.83,1.85,1.3,56.9,22.8,39.95,191,46.25,25.72,19.95,12.04,28.96,22.46,13.56,0,158858.3,7
26,0.91,2.07,1.55,31.13,0.82,11.58,317,45.95,24.33,18.55,11.31,31.21,23.79,14.51,0,184786.9,7
26,0.74,1.69,1.18,43.67,19.13,29.41,227,45.89,22.95,17.71,10.66,29.6,22.84,13.74,0,205268.7,7
26,0.57,1.43,0.87,38.52,28.02,30.12,395,45.96,19.91,15.71,9.26,26.69,21.07,12.42,0,230745.5,7
26,0.46,1.24,0.67,41.16,27.33,33.2,360,47.17,18.81,15,8.97,25.4,20.26,12.11,0,225298.5,7
26,0.37,0.96,0.49,42.68,20.74,31.19,331,47.37,18.71,15.13,8.95,23.68,19.15,11.33,0,198035.3,7
26,0.46,0.87,0.61,41.05,1.94,29.75,287,49.1,17.81,14.63,8.82,21.74,17.86,10.77,0,237378.6,7
26,0.35,0.81,0.46,28.08,16.38,21.91,552,47.35,17.34,14.37,8.29,20.71,17.16,9.9,0,222372.2,7
27,-7.44,2.95,-9.25,17.24,13.75,14.74,325,44.12,10.76,8.41,4.92,27.92,21.83,12.76,0,153933.5,6
27,-3.73,2.8,-4.32,15.52,12.7,13.31,414,41.31,9.67,7.01,4.12,37.93,27.5,16.17,0,200684.7,6
27,-3.63,3.07,-4.32,9.74,6.39,7.36,462,40.88,9.93,7.13,4.19,39.3,28.21,16.6,0,197684.8,6
27,-4.1,3.13,-4.96,12.44,9.24,10.22,492,41.12,9.41,6.82,4,37.95,27.51,16.12,0,205169.5,6
27,-3.87,2.8,-4.66,16.71,13.24,14.31,487,42.26,19.41,14.28,8.5,35.95,26.44,15.74,0,198316.4,6
27,-4.6,3.12,-5.74,7.85,4.84,5.54,492,42.51,19.34,14.38,8.44,34.42,25.61,15.02,0,206681.7,6
27,-4.37,2.77,-5.34,13.89,9.94,11.59,497,42.59,19.35,14.44,8.43,34.01,25.38,14.82,0,191706.8,6
27,-4.02,3.13,-4.97,9.89,5.49,7.63,507,41.49,19.92,14.55,8.47,36.91,26.96,15.69,0,176172.5,6
27,-4.64,3.49,-5.89,12.1,7.21,9.64,515,41.98,19.28,14.21,8.3,35.74,26.33,15.38,0,189220.9,6
27,-4.63,3.08,-5.74,12.65,8.58,10.29,531,42.78,19.15,14.26,8.39,34.3,25.54,15.03,0,201155.1,6
27,-4.71,3.14,-5.91,11.79,7.35,9.47,545,43.12,18.79,14.06,8.3,33.64,25.17,14.86,0,206399.4,6
27,-4.57,2.83,-5.62,14.29,9.49,11.91,544,43.53,18.9,14.2,8.43,33.06,24.85,14.74,0,219271.9,6
27,-4.2,2.57,-5.09,16.49,11.54,13.94,522,43.9,18.87,14.22,8.46,32.75,24.67,14.68,0,220253.2,6
27,-4.19,2.36,-5.05,17.47,13.39,14.51,540,44.78,18.25,13.9,8.34,31.29,23.84,14.3,0,256830.1,6
27,-3.98,2.2,-4.75,15.73,11.17,13.33,559,45.24,18.47,14.08,8.48,31.2,23.78,14.32,0,277135.1,6
27,-3.87,2.15,-4.58,16.03,10.92,13.7,581,45.49,18.93,14.44,8.74,31.1,23.72,14.35,0,280126.3,6
27,-4.01,2.32,-4.88,17.09,11.52,12.99,603,45.76,20.78,15.72,9.62,32.17,24.34,14.89,0,292459.4,6
27,-4.1,2.4,-5.04,13.62,9.41,10.95,663,45.99,20.74,15.73,9.65,31.8,24.13,14.79,0,308057.6,6
27,-4.17,2.27,-5.11,16.17,11.5,13.61,707,46.39,20.63,15.71,9.68,31.29,23.83,14.69,0,311880.2,6
27,-4.37,2.32,-5.44,11.53,6.54,9.26,817,45.9,20.68,15.77,9.61,31.13,23.74,14.46,0,339898.2,6
27,-4.17,2.55,-5.15,8.29,3.59,6.48,1066,45.67,22.76,17.13,10.52,32.87,24.74,15.19,0,371318,6
27,-3.85,2.57,-4.73,11.88,7.94,9.74,875,45.47,23.12,17.22,10.66,34.22,25.5,15.78,0,357348.6,6
27,-4.26,2.84,-5.34,9.05,5.55,7.05,967,45.5,22.98,17.16,10.59,33.94,25.34,15.64,0,336607.5,6
27,-3.6,2.28,-4.35,19.57,13.83,17.27,865,45.52,23.03,17.21,10.61,33.79,25.25,15.57,0,320848.6,6
27,-3.66,2.19,-4.4,12.58,7.29,10.13,808,46.27,22.33,16.84,10.46,32.59,24.58,15.26,0,324985.4,6
27,-2.85,2.7,-3.46,8.32,5.89,6.5,1173,44.12,22.19,15.99,9.91,38.78,27.94,17.32,0,350839,6
27,-2.85,2.61,-3.46,14.21,9.67,11.14,727,44.37,22.01,15.94,9.88,38.09,27.58,17.11,0,356666.3,6
29,0.96,1.41,1.05,3.71,3.08,3.32,1120,30.22,52.66,31.96,18.38,64.77,39.31,22.61,2,125837.1288,1
29,1.16,1.52,1.27,16.51,15.25,15.06,281,31.69,49.02,29.22,17.82,67.77,40.39,24.63,2,135299.8457,1
29,1.05,1.66,1.15,15.48,13.8,14.2,320,30.86,50.05,28.92,17.59,73.1,42.23,25.69,2,134163.7009,1
29,0.99,1.45,1.08,16.36,14.41,15.03,306,32.53,49.15,30.07,18.05,63.43,38.81,23.3,2,153334.037,1
29,0.94,1.39,1.03,6.79,5.68,6.09,649,33.08,44.84,27.93,16.55,60.57,37.72,22.36,2,155736.2359,1
29,0.98,1.44,1.06,30.27,28.14,28.42,119,37.18,35.56,23.77,14.51,49.59,33.15,20.24,2,153508.2476,1
29,0.93,1.41,1,62.02,56.27,58.03,59,38.22,29.39,20.46,12.27,43.65,30.39,18.22,2,160413.6708,1
29,0.27,0.67,0.29,4.89,4.14,4.53,621,38,18.72,15.42,7.11,21.42,17.64,8.14,2,179971.4852,1
29,0.24,0.97,0.25,22.51,21.25,21.47,59,32.71,26.59,17.57,8.7,51.32,33.91,16.79,2,147636.7886,1
29,0.11,1.26,0.11,47.33,44.74,45.48,27,33.33,20.53,14.01,6.84,46.55,31.76,15.51,2,146408.1443,1
29,-0.02,1.03,-0.02,74.2,62.47,70.33,15,32.73,12.62,10.09,4.13,25.07,20.05,8.21,2,159298.2097,1
30,1.42,2.2,1.7,10.87,8.24,9,259,35.17,59.23,36.85,21.79,60.73,37.78,22.34,1,104318.8668,5
30,1.4,2.15,1.67,10.56,8.96,8.63,243,35.42,58.34,36.64,21.64,59.24,37.2,21.97,1,107110.8885,5
30,1.37,2.19,1.65,11.52,9.59,9.61,245,36.67,50.47,32.19,19.36,56.8,36.22,21.78,1,105614.8163,5
30,1.3,2.11,1.55,7.29,5.79,6.05,377,34.22,54.38,33.94,19.5,60.24,37.59,21.6,1,104578.125,5
30,1.49,2.33,1.77,11.05,9.38,9.13,239,31.37,58.77,34.05,19.5,72.58,42.06,24.08,1,104331.6503,5
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
