Company/Bond,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Num Rating,Market Cap,Industry
51,3.4797,7.1774,6.9593,5.3256,16.19310997,2.7791,86,36.3396,53.0164,28.7209,22.9122,84.5918,45.8264,36.5583,1,8261.3748,7
51,3.3705,6.6646,6.4611,5.4022,16.19310997,3,92,36.3847,59.0385,32.0737,25.4676,84.0713,45.6732,36.266,1,9812.5,7
51,3.2206,6.1532,5.8994,6.0319,16.19310997,3.5957,94,36.5216,65.1109,33.306,25.028,95.493,48.8473,36.7067,1,9489.7127,7
51,2.8928,4.953,4.8092,7.1538,4.8173,4.9038,104,36.7502,64.5166,32.4625,23.71,98.7421,49.6835,36.2879,1,9494.9999,7
51,3.2616,5.1553,4.9642,6.9275,4.5362,5.0145,138,30.1584,61.8192,30.5133,23.7636,102.5973,50.641,39.4389,1,10890.25,7
51,2.4279,3.6593,3.4947,7.6434,4.9845,5.5814,129,32.0181,54.6689,29.9404,23.1009,82.5926,45.2333,34.9004,1,10951.8358,7
51,2.2289,3.2642,3.1404,7.0984,2.1639,4.9098,122,32.5187,58.2142,32.2399,24.7988,80.5659,44.6186,34.3204,1,9902.2678,7
51,2.7438,4.1248,3.9582,5.176,3.152,3.072,125,32.6225,47.41,25.7816,19.5169,83.891,45.6199,34.5347,1,11784.7457,7
51,2.9794,4.7457,4.5698,4.7883,2.2701,2.5839,137,33.1693,50.1966,27.3646,20.7923,83.4359,45.485,34.5606,1,11060.6196,7
51,3.3663,5.86,5.6218,4.9265,2.3824,2.6691,136,32.9576,52.5855,28.4669,21.6461,84.7253,45.8656,34.8761,1,12756.6302,7
51,3.6859,7.0331,6.7852,4.8561,1.447,2.4167,132,33.0738,57.3891,30.911,23.6833,85.6591,46.1379,35.3497,1,12178.3097,7
51,3.701,7.7747,7.3352,3.72,2.3733,1.5867,150,33.0788,56.6852,30.6673,23.5064,84.8394,45.899,35.1815,1,11731.1995,7
51,3.852,8.4007,8.0128,4.568,2.504,2.024,125,31.6831,59.9694,31.7663,23.983,88.7828,47.0291,35.5061,1,14651.3068,7
51,3.8464,8.5545,8.1424,5.325,3.275,2.7333,120,31.9377,60.4486,32.0833,24.2973,88.4116,46.9247,35.537,1,16626.4993,7
51,3.7304,8.1728,7.8255,6.6947,2.4316,3.4421,95,32.5559,66.2223,35.4703,26.7399,86.6981,46.4376,35.0078,1,13032.3755,7
