Company/Bond,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Num Rating,Market Cap,Industry
47,4.1192,8.5422,8.1206,3.1089,1.8377,1.6601,335.352,12.7454,202.753,54.0039,34.9016,275.4413,73.3647,47.4141,1,6679.1293,3
47,3.5948,7.1059,6.6514,4.3662,3.0583,2.8054,342.786,12.8684,191.798,53.5142,32.9333,258.4057,72.0987,44.3703,1,6298.6014,3
47,50.6109,11.33411145,9.101455563,-8.3103,-9.3372,-9.8274,386.177,6.8946,486.8757,59.947,38.0484,712.1764,87.6874,55.6553,3,5090.8001,3
47,2.414745814,11.33411145,9.101455563,-1.1837,-1.8635,-1.8661,381,3.9571,400.1357,54.6103,32.5171,632.7112,86.3521,51.4174,3,4118.2511,3
47,2.414745814,11.33411145,9.101455563,2.0576,1.5014,1.2882,347,3.8772,335.0109,47.174,28.6566,610.1594,85.9187,52.1926,3,3632.7927,3
47,2.414745814,11.33411145,9.101455563,4.6971,4.0802,3.9532,449,2.9545,441.8739,55.2691,33.0851,699.4955,87.4921,52.3744,3,4287.6728,3
47,1.9819,3.0679,2.3357,10.0049,9.4123,9.7284,405,8.8976,256.0404,58.4783,34.4646,337.8384,77.1605,45.4751,2,4919.7461,3
47,2.013,2.5999,2.3182,1.6072,0.6156,0.8607,359,10.1373,369.6615,71.2648,44.052,418.7158,80.7216,49.8977,2,5457.3342,3
47,1.7939,2.2568,2.0364,4.3021,3.5249,3.5308,341,12.059,307.4677,69.838,42.9763,340.2587,77.2861,47.5596,2,5538.7871,3
47,1.868,2.5464,2.1379,3.1291,1.3964,2.3544,333,13.0399,289.2688,69.893,43.2114,313.8735,75.838,46.8869,2,3258.11,3
47,3.7162,6.32,5.3115,1.2883,0.0521,0.4785,326,13.3307,247.0715,61.3576,38.0213,302.6747,75.1661,46.5779,2,3860.8603,3
47,3.281,5.8207,4.7134,1.8445,0.7957,0.9634,328,12.824,194.47,59.491,34.8823,226.8896,69.4086,40.6975,2,4460.3526,3
47,4.6092,8.8151,7.4396,2.279,1.4138,1.489,319,13.0712,252.1087,65.3103,38.2189,286.0169,74.0944,43.3593,2,5353.0778,3
47,4.095,8.4458,6.614,4.2366,3.0153,3.1489,262,14.6342,216.5922,60.66,35.3995,257.0594,71.9935,42.0134,2,6222.9937,3
47,3.7857,7.2167,6.0878,2.1331,0.7895,1.0248,323,15.3967,195.5051,58.7002,33.7137,233.0569,69.9751,40.1893,2,7145.0352,3
47,3.8564,7.8813,6.2288,2.0753,-0.5858,1.0042,239,15.1181,197.9847,59.9281,35.3817,230.3703,69.7309,41.1692,2,7913.9492,3
47,2.7968,5.7014,4.7377,7.0857,0.8286,4.9257,175,23.3376,104.9454,50.9032,26.5922,106.1666,51.4955,26.9016,1,11204.6474,3
47,3.0054,5.776,5.1134,4.6162,-3.4919,2.4811,185,23.244,107.6301,51.4858,27.1711,109.0482,52.1641,27.5291,1,12576.3126,3
47,3.1314,6.0834,5.4482,4.4235,-1.5969,2.2959,196,23.1277,106.9434,50.8652,27.1268,110.2485,52.4372,27.9652,1,11921.432,3
47,3.2876,6.2283,5.7713,4.0148,-1.6995,1.8719,203,22.7849,110.1982,51.5067,27.522,113.9491,53.2599,28.4588,1,12625.1842,3
47,3.2555,6.5675,5.8722,5.936,-0.4039,3.867,203,23.1058,108.0027,50.6877,27.2907,113.0749,53.0681,28.5723,1,12462.2786,3
47,2.6109,4.5075,4.4238,4.76,-0.536,3.52,125,20.9309,79.6861,43.4125,18.3892,83.5558,45.5207,19.2822,1,13488.5839,3
47,3.7751,7.2894,6.4218,6.1667,-3.9206,3.0873,126,20.2292,121.7455,54.0548,28.6145,125.2262,55.6002,29.4326,1,13850.2344,3
47,3.8764,7.1534,6.4739,6.1194,-1.1866,3.1343,134,20.1365,114.3407,51.5493,27.6545,121.8083,54.916,29.4606,1,15052.4777,3
47,4.0608,7.4934,6.8384,8.4885,0.7023,5.4427,131,19.8299,114.0433,51.2986,27.1204,122.3128,55.0183,29.087,1,14886.314,3
47,2.3378,4.1128,4.0367,9.4656,3.1374,5.8397,131,21.2461,82.4859,44.8172,20.7934,84.0497,45.6668,21.1875,1,14723.4084,3
47,2.435,4.2046,4.1548,6.916,-0.7939,3.7557,131,21.1604,78.0706,41.3381,19.5527,88.8584,47.0503,22.2545,1,16394.8199,3
47,2.8657,5.5203,5.4402,2.609,-4.8797,-0.5338,133,20.7764,79.4923,40.8967,19.6105,94.3734,48.5526,23.2816,1,15691.0677,3
47,2.8707,5.6511,5.3403,8.6204,2.3796,5.7591,137,20.7482,80.6852,40.8441,19.7696,97.5441,49.3784,23.9004,1,15006.8641,3
47,3.1432,6.2012,6.116,6.3147,0.0979,3.5315,143,21.3051,84.039,44.007,21.0629,90.9674,47.635,22.7994,1,15085.0588,3
47,3.4089,7.1023,7.0064,5.4113,-1.9716,2.3475,141,21.0581,81.8614,42.6451,20.7331,91.9597,47.9057,23.2907,1,18444.1724,3
47,3.0848,5.4905,5.4041,7.2446,0.7482,4.1367,139,21.2447,80.029,40.5441,20.3135,97.3877,49.3383,24.7196,1,18932.8892,3
47,3.033,5.333,5.2709,9.2057,1.9574,6.1986,141,21.6998,79.4247,40.623,20.4811,95.5165,48.8534,24.6306,1,18219.3626,3
47,2.7745,4.8641,4.8108,8.8406,1.7101,5.0217,138,22.0372,78.7958,40.9082,20.5775,92.6163,48.0833,24.1867,1,21334.1178,3
47,2.7392,4.6914,4.6485,7.1538,-1.965,3.7622,143,21.8988,84.9782,43.3629,22.0115,95.9698,48.9717,24.8586,1,20353.426,3
47,2.7907,4.9007,4.8479,7.4348,0.6159,3.7971,138,22.1023,84.382,42.9405,21.9852,96.5094,49.1118,25.1449,1,18108.5868,3
47,2.7859,5.2501,5.1934,8.2319,3.5435,4.4058,138,22.6253,80.383,42.0824,21.3712,91.0131,47.6476,24.1974,1,20548.9128,3
47,2.9171,5.907,5.8269,6.1029,-0.9485,2.5,136,22.6323,81.2528,43.072,21.6668,88.6442,46.9901,23.6377,1,19291.2815,3
47,2.9865,6.1984,6.1271,6.7643,0.7286,3.2,140,22.6699,82.4569,44.028,22.2815,87.2827,46.6048,23.5855,1,23422.5676,3
47,3.2016,6.9449,6.8824,6.2986,0.4722,2.6458,144,22.5736,78.8842,41.5692,21.1829,89.7658,47.3035,24.1049,1,25305.7564,3
47,3.0443,6.4619,6.4168,8.4694,2.1429,4.7279,147,22.9144,74.3092,39.9501,20.1854,86.005,46.238,23.3625,1,23539.8596,3
48,3.4445,5.3477,5.2833,4.97,4.6349,3.4629,46.831,27.8519,109.869,48.5937,39.8465,126.097,55.7712,45.732,1,2472.7316,3
48,3.4408,5.2399,5.1756,4.0638,3.7856,2.5361,45.889,27.6636,115.9409,51.6417,41.7342,124.51,55.4586,44.8187,1,2817.3757,3
48,3.3231,5.1134,4.9639,5.6798,5.3269,3.9096,45.022,27.4804,117.1249,52.8461,41.6177,121.634,54.8806,43.2199,1,2904.7883,3
48,5.4729,8.3342,8.2367,4.4774,4.2156,2.8627,54.275,22.5762,156.8002,56.2494,46.5805,178.7587,64.1267,53.1037,1,3182.1317,3
48,5.1561,7.9646,7.8434,3.6841,3.5114,2.4563,77.712,22.5823,152.8614,54.9944,45.2996,177.958,64.0233,52.7368,1,3529.8983,3
48,4.9371,7.5849,7.5185,3.5475,3.4069,2.2372,73.475,22.356,159.0571,56.0265,46.3247,183.8962,64.7759,53.559,1,3547.3697,3
48,4.6253,7.1645,7.0814,4.0624,3.9786,2.7301,69.563,20.5978,153.9801,56.2427,40.9309,173.7779,63.474,46.1936,1,3700.6174,3
48,4.5246,7.3074,7.2203,3.6596,3.584,1.9268,69.145,20.5874,154.7026,56.4864,41.2113,173.8758,63.4871,46.3188,1,3601.4919,3
48,4.4451,7.9827,7.2189,3.8377,3.7549,2.4037,69.092,19.735,154.6472,54.6465,39.4907,182.9958,64.6638,46.7298,1,3539.0504,3
48,4.7223,7.0182,6.9722,2.6851,2.6851,2.4499,84.213,20.8479,148.1654,54.5669,39.5239,171.5296,63.1716,45.7564,1,2952.7663,3
48,4.3878,6.3023,6.257,4.9196,4.8034,3.6909,67.882,21.3132,143.9672,54.3266,39.0491,165.0031,62.2646,44.7549,1,2940.5329,3
48,4.3301,5.8845,5.8468,3.8773,3.8773,2.6988,68.203,21.5564,141.0855,53.4788,38.6651,163.8156,62.0947,44.8944,1,2711.3551,3
48,4.0839,5.3959,5.3705,4.0744,4.0744,2.9068,72.74,21.8254,137.2274,53.2181,38.0253,157.8586,61.219,43.7421,1,2746.1941,3
48,3.8296,5.3947,5.3536,3.9041,3.9041,2.7098,72.265,21.8149,140.5192,55.0296,38.8103,155.3518,60.8383,42.9069,1,2702.3248,3
48,3.7961,5.3813,5.3514,4.4188,3.4762,3.2246,73.479,22.2589,139.9229,55.4181,38.7891,152.4858,60.3938,42.2718,1,2659.8837,3
48,3.7905,5.4258,5.3875,3.3215,2.2288,2.2253,78.223,22.3537,132.194,52.527,36.7891,151.6688,60.2652,42.2089,1,2831.31,3
48,3.5514,5.0802,5.0196,4.3773,3.4081,3.1814,74.846,22.8436,129.3299,52.9163,36.5864,144.4047,59.0843,40.851,1,3082.6088,3
48,3.4964,4.9845,4.9483,4.0645,3.1844,2.8084,72.67,22.983,128.5401,53.1388,36.5348,141.8948,58.6597,40.3307,1,3080.9868,3
48,3.469,5.1621,5.0014,4.1446,3.0754,2.8172,68.513,23.3207,127.1903,53.3535,36.5757,138.3916,58.0522,39.7968,2,2521.6405,3
48,3.6178,5.7528,5.3807,2.6303,1.7742,1.4265,74.319,22.8398,129.4755,52.9843,36.2723,144.366,59.0778,40.4438,2,1819.6955,3
48,4.1871,7.1779,6.7687,2.4872,1.4058,1.1879,67.96,22.9072,132.424,54.452,37.2854,143.1939,58.8806,40.3178,2,1683.6435,3
48,5.6609,12.221,11.6496,0.757,-0.6225,-0.5942,67.201,21.1989,135.0436,54.5474,35.381,147.5709,59.6075,38.6632,2,1685.8275,3
48,6.9419,18.8037,17.674,2.5644,1.4993,1.2483,67.76,21.2387,135.529,52.7962,35.2711,156.7023,61.0444,40.7813,2,1014.3,3
48,8.2581,29.9305,28.9609,1.5212,0.4517,0.2416,68.312,21.1365,140.251,54.4541,36.159,157.558,61.1738,40.6211,2,1232.2451,3
48,8.6929,38.2966,36.3949,1.9151,0.8322,0.6934,73.403,20.3664,144.7491,55.1731,36.052,162.3544,61.8836,40.4369,2,1247.8469,3
48,6.7601,20.5386,18.5345,2.2318,1.0067,0.8231,62.506,20.8373,138.6138,53.8208,35.2981,157.5469,61.1721,40.1194,2,1537.7867,3
48,7.0275,23.4559,21.0899,2.1376,0.9769,0.847,67.588,21.0099,133.4425,51.7473,33.9896,157.8733,61.2213,40.2125,2,1865.6487,3
48,6.1796,15.624,14.748,2.6531,1.812,1.3807,68.026,21.7651,135.5198,53.7134,35.3922,152.3017,60.3649,39.775,2,2211.0382,3
48,5.5642,12.4255,11.6011,2.9943,1.5605,1.748,64.576,20.6056,132.7512,53.0369,32.8032,150.2997,60.0479,37.1395,2,2188.756,3
48,5.6266,12.7616,11.7251,1.8448,0.4678,0.6527,65.888,19.7102,137.5115,52.9157,32.4486,159.8691,61.5191,37.7243,2,2095.28,3
48,4.675,10.8511,9.216,3.0488,1.5386,1.5673,71.512,19.9205,133.402,51.5218,31.7415,158.9236,61.3786,37.814,2,1820.2196,3
48,5.0408,11.0558,10.2477,3.0357,1.9465,1.4022,63.897,20.0382,145.9689,53.8346,32.5813,171.1431,63.1191,38.2003,2,2453.1215,3
48,4.2784,9.7309,8.5311,3.7459,2.6527,2.2288,65.377,20.4038,122.2831,48.1562,29.3996,153.93,60.6191,37.0082,2,2417.5251,3
48,5.7288,15.4035,13.7279,-2.1965,-5.0245,-2.082,62.865,21.5039,99.7691,42.1619,25.1358,136.6334,57.7405,34.4233,2,2711.5827,3
48,6.4611,13.4397,11.9493,3.8979,2.5262,2.9863,66.248,22.0091,100.6425,39.278,24.3637,156.2308,60.9727,37.8206,2,3193.744,3
48,6.3346,11.0845,10.0613,2.5635,1.1311,1.8281,80.158,21.9829,87.8629,34.7262,21.2431,153.0164,60.4769,36.9957,2,3233.8083,3
48,6.3948,9.9503,9.1811,3.0408,1.9256,2.2899,77.446,22.8462,79.5683,32.2464,19.9571,146.7513,59.4734,36.8078,2,3227.7517,3
48,3.7892,5.5261,5.0969,3.1198,0.8909,2.294,75.45,21.7143,84.0895,32.9171,20.3269,155.4586,60.8547,37.5789,1,3487.6447,3
48,14.6066,1902.4133,1321.3902,-6.4536,-9.5488,-7.3559,67.195,20.6215,142.1562,47.1769,32.0477,201.3257,66.8133,45.3868,1,2586.2714,3
48,19.3455,11.33411145,9.101455563,2.5629,0.7481,1.8656,71.545,20.8909,181.5977,59.9197,40.0142,203.0683,67.0041,44.7451,1,2777.678,3
48,30.4536,11.33411145,9.101455563,2.233,0.8174,1.6132,70.282,20.7314,180.7075,59.9898,39.5032,201.2303,66.8028,43.9895,1,2490.5468,3
48,44.2716,11.33411145,9.101455563,2.7122,1.15,2.0478,70.636,20.4961,192.9819,62.6066,41.7242,208.2454,67.5583,45.0242,1,2294.2272,3
48,5.6318,9.132,8.7613,3.8118,2.3561,1.7086,66.887,21.0733,180.7165,59.2864,40.1519,204.8196,67.1937,45.5071,1,2572.712,3
48,5.6556,9.9003,9.5748,2.6964,1.0281,1.3629,69.008,20.7832,189.1684,62.1642,41.4464,204.3044,67.1382,44.7626,1,2441.032,3
48,4.6811,9.714,8.8982,3.8818,2.1859,1.7441,67.713,21.2215,182.5183,61.1476,40.7889,198.4879,66.4978,44.3578,1,2184.4501,3
48,4.1772,15.38,14.56,4.0429,1.5388,-0.7009,66.903,20.5346,179.9294,63.1815,38.8899,184.782,64.8854,39.9388,1,1935.1155,3
48,3.9599,13.1544,11.9079,4.2616,4.2616,2.5814,63.545,21.7027,178.2295,62.6123,40.6966,184.6559,64.8699,42.164,1,1762.1606,3
