Company/Bond,Net Debt/EBITDA,Total Debt/EBIT,Net Debt/EBIT,EBITDA to Interest Expense,EBITDA-CapEx/Interest Expense,EBIT to Interest Expense,Interest Expense,Common Equity/Total Assets,Long-Term Debt/Equity,Long-Term Debt/Capital,Long-Term Debt/Total Assets,Total Debt/Equity,Total Debt/Capital,Total Debt/Total Assets,Num Rating,Market Cap,Industry
42,0.7074,1.1706,0.8074,17.3247,14.3636,14.8571,77,43.5684,8.1762,4.9077,3.5623,66.5999,39.976,29.0165,0,151430.6604,4
42,0.7073,1.3184,0.8163,20.5128,16.6154,17.8205,78,42.7629,12.168,7.2251,5.2034,68.4118,40.6217,29.2548,0,153075.954,4
42,0.876,1.3842,1.026,14.6966,11.8202,12.3483,89,43.539,11.7026,7.0153,5.0952,66.8145,40.0532,29.0904,0,119167.9937,4
42,0.9248,1.5638,1.1087,5.7204,2.6989,3.7527,93,43.9948,8.9772,5.4257,3.9495,65.4578,39.5616,28.798,0,143969.2437,4
42,1.0227,1.9598,1.2456,11.4848,8.835,9.2929,99,40.0576,9.5821,5.2437,3.8384,82.7342,45.2757,33.1413,0,116118.1152,4
42,-0.7863,0.486,-0.9571,14.3025,12.6891,12.4034,119,39.4875,9.277,7.709,3.6633,20.3397,16.9019,8.0316,0,142244.6006,4
42,0.7549,1.6577,0.8949,12.1333,10.8667,11.0583,120,42.5565,8.6413,5.1271,3.6775,68.5418,40.6676,29.169,0,136654.875,4
42,0.24,1.1212,0.2768,13.9266,12.4404,12.0826,109,44.7154,8.9631,5.5789,4.0079,60.6591,37.7564,27.1239,0,151415.1482,4
42,0.5578,1.1304,0.6344,16.1099,14.6044,14.0659,91,44.9479,13.59,8.4389,6.1084,61.04,37.9036,27.4362,0,112313.6877,4
42,0.4522,1.002,0.5117,22.2338,19.9481,19.6494,77,46.4868,13.0297,8.5525,6.0571,52.3494,34.3614,24.3356,0,111937.005,4
42,0.0441,0.974,0.0504,22.6818,19.4242,19.8636,66,48.9036,12.6218,8.5493,6.1725,47.6362,32.2659,23.2958,0,116387.2476,4
42,0.5173,0.9563,0.5949,26.9091,22.5273,22.6909,55,50.7026,10.725,7.395,5.4378,45.029,31.0483,22.8309,0,117225.603,4
42,0.5761,1.1239,0.6656,29.413,25.6087,25.1739,46,44.4426,23.5372,15.1042,10.4606,55.8321,35.8284,24.8132,0,129791.734,4
42,0.5025,1.1071,0.5789,31.9828,28.0678,28.4828,58,44.8887,24.4384,16.0393,10.9701,52.3654,34.3683,23.5061,0,139048.448,4
42,-0.0457,0.992,-0.0525,33.5769,29.5769,29.7115,52,45.8972,24.4144,16.5114,11.2055,47.8643,32.3704,21.9684,0,118936.7234,4
42,0.4667,0.9488,0.5334,34.814,28.5581,30,43,48.1613,22.8898,15.7438,11.024,45.3898,31.2194,21.8603,0,108328.64,4
42,0.4522,1.0741,0.5161,31.8444,27.5111,27.4444,45,46.1021,22.7441,15.0976,10.4855,50.6469,33.6196,23.3493,0,99714.0602,4
42,0.3469,1.0164,0.3964,43.8372,39.1163,38.8837,43,48.4239,18.8414,13.1647,9.1238,43.121,30.1291,20.8809,0,114187.8137,4
42,0.2604,0.9728,0.2983,40.881,36.9048,35.8571,42,49.3487,18.329,12.9974,9.0451,41.0203,29.0882,20.243,0,105311.5426,4
42,0.2921,0.936,0.335,33.5208,28.375,28.7708,48,51.5324,17.8637,12.8991,9.2056,38.4883,27.7917,19.834,0,123907.749,4
42,0.296,1.076,0.3386,37.8182,33.9545,32.9773,44,50.2691,17.8284,12.3716,8.9622,44.1072,30.6072,22.1723,0,122393.481,4
42,0.1959,1.0669,0.2233,42.766,38.8936,38.3617,47,50.2697,11.9709,8.3322,6.0178,43.6713,30.3967,21.9534,0,122451.3552,4
42,0.1429,1.0643,0.163,36.1489,32.5745,31.6809,47,51.0375,7.9444,5.5328,4.0546,43.587,30.3558,22.2457,0,96768.009,4
42,0.0589,1.1821,0.0675,27.4483,23.3966,22.9138,58,50.6822,7.2607,5.0058,3.6799,45.0455,31.0561,22.8301,0,100310.76,4
42,-0.0033,1.1711,-0.0038,23.3088,20.8824,19.9853,68,52.2269,6.9105,4.8524,3.6092,42.4141,29.7823,22.1516,0,100381.8883,4
42,-0.0252,0.786,-0.0289,35.4032,32,31.8065,62,55.0677,6.7919,5.2418,3.7401,29.5723,22.823,16.2848,0,100768.6399,4
42,-0.1201,0.6734,-0.1382,36.8163,31.5714,32.1837,49,55.3023,6.7833,5.4087,3.7513,25.4145,20.2644,14.0548,0,102682.7421,4
42,0.1314,0.9238,0.1512,24.8852,20.5246,20.6885,61,55.5782,7.0559,5.2324,3.9216,34.8517,25.8445,19.37,0,95494.39,4
42,0.1626,0.905,0.1864,26.1746,21.7656,22.8571,63,55.0334,7.0218,5.2214,3.8643,34.4813,25.6402,18.9762,0,98687.59,4
42,0.1098,0.7762,0.1257,36.4127,29.1515,32.8571,63,56.4152,6.6581,5.1701,3.7562,28.7817,22.3492,16.2372,0,100752.84,4
42,0.1105,0.6705,0.1262,41.1489,34.0426,36.1915,47,57.5025,6.9,5.5595,3.9677,24.1111,19.427,13.8645,0,104640.56,4
42,0.2644,0.6946,0.302,35.2766,25.766,29.4894,47,56.4696,7.605,6.011,4.3854,26.5193,20.9607,15.2922,0,111843.5,4
42,0.3424,0.9485,0.3913,26.3944,20.0526,23,71,51.9656,8.4481,6.1477,4.3901,37.4179,27.2293,19.4444,0,110688,4
42,0.6386,1.3764,0.7312,25.4118,20.8846,22.7255,102,47.443,8.4282,5.5794,3.9986,51.0595,33.8009,24.2242,0,120888.41,4
42,0.5814,1.3305,0.6669,17.2598,14.5039,15.063,127,47.2018,8.1041,5.4375,3.8253,49.0416,32.9047,23.1485,0,132640.76,4
42,0.5786,1.2414,0.6681,12.9487,9.2013,10.5833,156,50.2531,15.0708,10.5461,7.5736,42.9038,30.0228,21.5605,0,142255.66,4
42,0.4694,1.3625,0.543,19.3077,15.8729,16.6838,117,49.0001,14.1499,9.6689,6.9335,46.3442,31.668,22.7087,0,141380.8,4
42,0.449,1.3455,0.5186,34.8989,28.5275,31.191,89,48.568,12.3975,8.3695,6.0212,48.1279,32.4908,23.3747,0,119750.4,4
42,0.3466,1.338,0.3994,22.8829,18.4464,20.1261,111,49.2839,12.1162,8.1573,5.9714,48.5323,32.6746,23.9186,0,121333.76,4
42,0.4479,1.1025,0.513,14.6198,9.4435,12.2645,121,50.5244,13.3349,9.2187,6.8634,44.6512,30.8682,22.9818,0,104664.24,4
42,0.5334,1.4573,0.6103,25.2471,19.5233,21.9176,85,48.0523,23.7682,15.072,11.6396,57.6985,36.5879,28.2556,0,103970.64,4
42,0.381,1.4276,0.4368,28.2474,22.7245,25.134,97,50.1064,21.3335,14.3486,10.8937,48.6797,32.7413,24.8578,0,113157.2,4
42,0.2289,1.4132,0.2633,27.7528,22.7889,24.1573,89,50.8523,20.588,14.1093,10.6736,45.9176,31.4682,23.8054,0,124655.18,4
42,0.2795,1.4408,0.3215,25.131,17.6395,21.1905,84,50.9523,19.9598,13.5976,10.3943,46.7884,31.8747,24.3656,0,131271,4
42,0.2899,1.3607,0.3322,29.1529,24.5294,25.6824,85,52.4693,17.5657,12.0108,9.3222,46.2496,31.6237,24.5449,0,127521.8,4
42,0.1522,1.3192,0.1738,38.0123,31.8395,34.1111,81,52.6753,17.1536,11.8,9.1384,45.3697,31.2099,24.1702,0,115465.35,4
42,0.0124,1.4766,0.0141,33.3375,27.4691,29.3,80,51.5927,15.8009,10.7131,8.2383,47.4912,32.1994,24.761,0,136862.8,4
42,1.2212,2.7716,1.4298,3.4251,1.6181,2.3799,487,42.5159,44.8351,25.6532,19.2551,74.7741,42.7833,32.1128,0,150744.84,4
42,1.3554,3.0503,1.6144,24.5133,19.3009,20.2124,113,42.44,38.9035,21.6119,16.6728,80.0098,44.4475,34.2896,0,153732.14,4
42,1.1314,2.9205,1.3571,43.4524,36.2976,37.8452,84,43.8781,32.1054,18.46,14.2003,73.9188,42.5019,32.6945,0,156130.37,4
42,1.1227,3.1144,1.3541,27.7241,21.4741,23.7069,116,40.6211,40.9206,21.8674,16.7676,87.131,46.5615,35.7027,0,153428.76,4
42,1.1988,2.8093,1.4291,23.9135,14.25,18.8077,104,39.5566,42.7806,22.576,17.0755,89.4959,47.2284,35.7216,0,158342.11,4
42,1.2459,2.9936,1.4755,33.5909,26.8636,28.5114,88,39.117,49.2233,25.4162,19.4894,93.6691,48.3655,37.0871,0,167040.57,4
42,1.2452,3.0909,1.4764,33.9464,27.5804,29.4107,112,37.8971,50.2314,25.1724,19.2486,99.5495,49.8871,38.1472,0,176005.69,4
42,1.1669,3.1018,1.3881,32.4216,25.8922,27.3824,102,38.3248,48.1721,24.3984,18.6731,97.4397,49.3516,37.7709,0,170153.98,4
