Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number
20100930,2,0.399,0.477,0.443,0.204,1.474,0.23,0.146,0.632,0.743,0.547,2.921,9.786,0.983,1.312,73.056,1
20101231,2,0.348,0.402,0.471,0.176,1.407,0.213,0.155,0.509,0.715,0.507,2.536,9.289,0.943,1.281,68.605,1
20110331,2,0.372,0.432,0.453,0.192,1.501,0.23,0.155,0.565,0.72,0.522,2.608,9.788,0.99,1.337,73.176,1
20110630,2,0.361,0.413,0.449,0.189,1.429,0.234,0.155,0.539,0.707,0.509,2.441,10.477,0.999,1.349,72.622,1
20110930,2,0.36,0.415,0.442,0.194,1.39,0.24,0.155,0.539,0.701,0.509,2.371,11.434,1.004,1.351,70.674,1
20111231,2,0.387,0.425,0.448,0.19,1.771,0.238,0.098,0.599,0.726,0.532,2.675,8.527,0.967,1.314,65.602,1
20120331,2,0.365,0.426,0.434,0.197,1.768,0.238,0.098,0.549,0.707,0.517,2.432,9.174,1,1.345,67.97,1
20120630,2,0.361,0.433,0.438,0.198,1.727,0.233,0.098,0.541,0.708,0.52,2.45,9.73,0.969,1.311,67.237,1
20120930,2,0.35,0.425,0.434,0.195,1.709,0.228,0.098,0.513,0.702,0.511,2.378,9.847,0.987,1.329,67.321,1
20121231,2,0.326,0.382,0.422,0.179,1.356,0.223,0.123,0.47,0.684,0.485,2.207,12.463,1.024,1.349,64.412,1
20130331,2,0.323,0.404,0.426,0.189,1.374,0.221,0.123,0.46,0.683,0.489,2.187,12.945,1.015,1.348,68.203,1
20130630,2,0.31,0.394,0.424,0.185,1.325,0.216,0.123,0.435,0.676,0.48,2.115,13.575,1.026,1.354,67.958,1
20130930,2,0.297,0.394,0.423,0.185,1.306,0.208,0.123,0.411,0.67,0.476,2.068,14.379,1.016,1.334,68.294,1
20131231,2,0.277,0.36,0.375,0.194,1.234,0.246,0.157,0.372,0.609,0.445,1.585,17.815,1.19,1.492,62.358,1
20140331,2,0.279,0.382,0.396,0.194,1.184,0.224,0.157,0.375,0.633,0.459,1.755,18.496,1.101,1.409,65.189,1
20140630,2,0.272,0.374,0.383,0.198,1.215,0.234,0.157,0.364,0.615,0.45,1.622,18.915,1.161,1.468,64.698,1
20140930,2,0.268,0.358,0.373,0.197,1.199,0.248,0.157,0.357,0.597,0.439,1.503,19.543,1.229,1.54,63.444,1
19950331,17,0.207,0.214,0.178,0.121,1.232,0.213,0.092,0.262,0.552,0.375,1.23,6.013,0.807,1.465,61.114,0
19950630,17,0.203,0.215,0.168,0.121,1.197,0.207,0.092,0.254,0.552,0.377,1.233,5.423,0.795,1.502,65.957,0
19950930,17,0.199,0.215,0.152,0.12,1.193,0.201,0.092,0.246,0.553,0.378,1.237,4.871,0.814,1.562,73.481,0
19951231,17,0.191,0.214,0.127,0.118,1.351,0.192,0.087,0.237,0.552,0.363,1.233,4.176,0.842,1.777,101.442,0
