Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number
20100331,78,0.188,0.258,0.317,0.185,1.448,0.325,0.156,0.211,0.417,0.298,0.715,12.565,0.576,1.374,49.391,2
20100630,78,0.198,0.26,0.309,0.189,1.501,0.343,0.156,0.225,0.419,0.302,0.722,12.208,0.582,1.421,50.52,2
20100930,78,0.197,0.254,0.3,0.185,1.478,0.346,0.156,0.223,0.415,0.299,0.709,11.722,0.58,1.451,51.07,2
20101231,78,0.187,0.217,0.278,0.162,1.317,0.354,0.196,0.209,0.393,0.272,0.648,10.52,0.633,1.599,52.522,2
20110331,78,0.193,0.234,0.29,0.173,1.428,0.354,0.196,0.218,0.403,0.286,0.675,11.068,0.632,1.548,49.671,2
20110630,78,0.194,0.225,0.294,0.167,1.395,0.356,0.196,0.218,0.403,0.282,0.675,10.784,0.673,1.577,47.874,2
20110930,78,0.199,0.22,0.298,0.163,1.357,0.361,0.196,0.226,0.408,0.28,0.689,10.631,0.702,1.589,46.565,2
20111231,78,0.195,0.212,0.325,0.155,1.268,0.348,0.221,0.22,0.41,0.274,0.695,10.128,0.715,1.555,45.211,2
20120331,78,0.203,0.215,0.313,0.157,1.276,0.354,0.221,0.232,0.418,0.282,0.72,10.971,0.713,1.546,42.652,2
20120630,78,0.2,0.208,0.315,0.151,1.186,0.344,0.221,0.226,0.42,0.278,0.725,11.711,0.692,1.509,41.013,2
20120930,78,0.196,0.206,0.322,0.148,1.128,0.335,0.221,0.221,0.421,0.279,0.728,12.581,0.677,1.481,39.578,2
20121231,78,0.195,0.21,0.326,0.149,1.094,0.324,0.236,0.22,0.428,0.283,0.748,12.251,0.659,1.44,39.534,2
20130331,78,0.197,0.208,0.33,0.148,1.041,0.331,0.236,0.222,0.425,0.283,0.74,13.546,0.665,1.457,39.151,2
20130630,78,0.196,0.206,0.34,0.148,1.01,0.333,0.236,0.222,0.423,0.283,0.734,14.125,0.678,1.48,39.643,2
20130930,78,0.193,0.206,0.349,0.147,0.985,0.325,0.236,0.218,0.424,0.282,0.735,14.882,0.696,1.477,40.314,2
20131231,78,0.253,0.264,0.345,0.187,1.363,0.382,0.172,0.307,0.47,0.333,0.885,14.696,0.926,1.642,42.077,2
20140331,78,0.222,0.235,0.362,0.167,1.142,0.351,0.172,0.259,0.448,0.307,0.813,15.08,0.798,1.533,42.779,2
20140630,78,0.234,0.252,0.371,0.177,1.208,0.354,0.172,0.277,0.463,0.323,0.863,14.607,0.804,1.505,43.506,2
20140930,78,0.246,0.264,0.385,0.183,1.254,0.359,0.172,0.295,0.475,0.333,0.906,14.099,0.813,1.493,44.51,2
19970630,87,0.147,0.155,0.149,0.119,0.409,0.328,0.402,0.168,0.344,0.255,0.524,19.034,1.298,2.691,92.327,3
19970930,87,0.742,0.744,0.11,0.621,7.041,0.789,0.058,2.699,0.784,0.765,3.636,9.045,0.844,1.795,100.691,3
19971231,87,0.557,0.561,0.12,0.451,7.041,0.697,0.058,1.204,0.643,0.607,1.803,5.582,0.969,2.154,60.615,3
19980331,87,0.61,0.613,0.111,0.5,7.041,0.729,0.058,1.487,0.682,0.652,2.143,4.561,0.86,2.078,55.255,3
19980630,87,0.642,0.645,0.11,0.528,7.041,0.743,0.058,1.703,0.707,0.68,2.417,4.32,0.787,2.008,53.055,3
19980930,87,0.429,0.432,0.135,0.349,1.737,0.642,0.119,0.727,0.54,0.494,1.173,4.749,0.641,2.05,84.431,3
19981231,87,0.509,0.512,0.125,0.416,2.066,0.689,0.119,0.994,0.6,0.562,1.503,4.395,0.711,2.131,61.607,3
19990331,87,0.473,0.476,0.13,0.389,2.192,0.679,0.119,0.864,0.569,0.528,1.32,3.726,0.75,2.248,67.279,3
19990630,87,0.452,0.455,0.129,0.369,2.169,0.66,0.119,0.797,0.555,0.509,1.249,3.305,0.74,2.209,68.669,3
19990930,87,0.495,0.499,0.121,0.41,2.274,0.696,0.123,0.929,0.585,0.544,1.409,3.595,0.819,2.524,120.972,3
19991231,87,0.478,0.482,0.123,0.392,1.931,0.675,0.123,0.877,0.576,0.529,1.358,3.943,0.806,2.332,69.785,3
20000331,87,0.481,0.485,0.118,0.391,1.703,0.666,0.123,0.885,0.582,0.532,1.394,5.009,0.809,2.23,67.48,3
20000630,87,0.473,0.477,0.122,0.387,1.635,0.67,0.123,0.856,0.573,0.522,1.342,5.164,0.814,2.237,67.225,3
20000930,87,0.424,0.451,0.118,0.353,1.6,0.605,0.373,0.693,0.549,0.502,1.216,5.027,0.724,1.903,115.233,3
20001231,87,0.45,0.465,0.124,0.37,1.82,0.637,0.373,0.774,0.562,0.51,1.281,4.251,0.752,2.014,62.794,3
20010331,87,0.446,0.467,0.13,0.368,1.821,0.624,0.373,0.76,0.563,0.513,1.29,4.151,0.735,1.99,62.67,3
20010630,87,0.452,0.49,0.132,0.38,1.864,0.61,0.373,0.776,0.575,0.526,1.352,4.148,0.746,1.963,67.165,3
20010930,87,0.44,0.504,0.124,0.384,2.061,0.584,0.155,0.743,0.573,0.516,1.343,3.966,0.641,1.877,129.561,3
20011231,87,0.446,0.503,0.132,0.386,1.754,0.595,0.155,0.762,0.575,0.522,1.355,4.6,0.726,1.949,76.685,3
20020331,87,0.43,0.493,0.134,0.379,1.694,0.588,0.155,0.715,0.562,0.504,1.281,5.011,0.748,1.976,80.195,3
20020630,87,0.387,0.443,0.136,0.341,1.439,0.563,0.155,0.602,0.529,0.462,1.122,6.047,0.767,1.997,78.177,3
20020930,87,0.281,0.321,0.131,0.254,1.059,0.52,0.328,0.376,0.429,0.36,0.752,7.259,0.857,2.424,149.551,3
20021231,87,0.307,0.35,0.132,0.274,1.1,0.525,0.328,0.424,0.457,0.38,0.843,8.377,0.864,2.252,91.974,3
20030331,87,0.276,0.314,0.129,0.245,1.029,0.494,0.328,0.366,0.435,0.358,0.77,8.488,0.849,2.266,106.221,3
20030630,87,0.259,0.292,0.129,0.228,0.977,0.48,0.328,0.336,0.421,0.343,0.726,8.911,0.872,2.328,123.566,3
20030930,87,0.446,0.46,0.166,0.354,2.34,0.6,0.162,0.746,0.573,0.5,1.34,7.797,1.001,2.4,157.573,3
20031231,87,0.355,0.375,0.15,0.291,1.46,0.553,0.162,0.521,0.499,0.423,0.994,7.433,0.951,2.383,139.182,3
20040331,87,0.373,0.385,0.16,0.299,1.397,0.564,0.162,0.555,0.513,0.433,1.053,7.837,0.99,2.435,134.93,3
20040630,87,0.386,0.394,0.161,0.304,1.514,0.565,0.162,0.581,0.526,0.443,1.112,7.312,0.984,2.443,139.385,3
20040930,87,0.324,0.327,0.149,0.251,1.233,0.517,0.202,0.435,0.481,0.389,0.927,7.685,0.932,2.655,140.296,3
20041231,87,0.329,0.332,0.148,0.254,1.217,0.515,0.202,0.448,0.488,0.393,0.954,8.365,0.951,2.548,142.747,3
20050331,87,0.314,0.317,0.13,0.241,1.354,0.5,0.202,0.416,0.478,0.379,0.916,7.312,0.897,2.626,155.341,3
20050630,87,0.305,0.307,0.118,0.236,1.366,0.501,0.202,0.398,0.467,0.369,0.876,7.107,0.87,2.802,164.237,3
20050930,87,0.374,0.445,0.098,0.343,2.5,0.559,0.112,0.554,0.517,0.448,1.07,5.491,0.943,2.735,168.33,3
20051231,87,0.327,0.349,0.109,0.272,1.922,0.536,0.112,0.446,0.476,0.389,0.907,4.526,0.905,2.925,175.278,3
20060331,87,0.321,0.344,0.116,0.271,1.837,0.544,0.112,0.436,0.464,0.379,0.867,4.591,0.959,2.991,167.505,3
20060630,87,0.302,0.326,0.124,0.258,1.681,0.534,0.112,0.401,0.447,0.36,0.81,4.926,1.023,2.974,153.221,3
20060930,87,0.185,0.204,0.148,0.161,0.868,0.411,0.673,0.214,0.356,0.246,0.554,7.047,1.177,2.86,153.959,3
20061231,87,0.214,0.223,0.142,0.176,0.823,0.45,0.673,0.254,0.378,0.269,0.607,10.064,1.129,2.943,134.237,3
20070331,87,0.192,0.198,0.14,0.157,0.669,0.421,0.673,0.222,0.361,0.247,0.565,13.596,1.266,2.996,133.821,3
20070630,87,0.181,0.186,0.136,0.148,0.601,0.412,0.673,0.206,0.349,0.234,0.537,16.388,1.439,3.149,136.854,3
20070930,87,0.166,0.167,0.127,0.138,0.581,0.439,0.503,0.188,0.312,0.211,0.454,18.365,1.959,3.9,137.855,3
20071231,87,0.169,0.17,0.129,0.138,0.601,0.421,0.503,0.192,0.327,0.218,0.485,18.165,1.812,3.619,142.899,3
20080331,87,0.169,0.169,0.133,0.138,0.632,0.429,0.503,0.191,0.321,0.219,0.473,17.695,1.82,3.707,139.808,3
