Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number
19960630,70,0.304,0.564,0.434,0.321,1.852,0.287,0.203,0.414,0.603,0.49,1.519,6.198,0.664,0.84,88.219,0
19960930,70,0.308,0.529,0.442,0.312,1.772,0.307,0.203,0.423,0.592,0.476,1.452,6.529,0.689,0.878,93.341,0
19961231,70,0.292,0.433,0.446,0.261,1.44,0.307,0.243,0.389,0.574,0.428,1.345,6.306,0.713,0.922,73.44,0
19970331,70,0.293,0.465,0.435,0.283,1.496,0.313,0.243,0.392,0.57,0.439,1.323,7.715,0.74,0.947,109.629,0
19970630,70,0.302,0.44,0.411,0.267,1.313,0.318,0.243,0.407,0.576,0.432,1.361,8.465,0.831,1.052,111.52,0
19970930,70,0.312,0.425,0.39,0.254,1.158,0.316,0.243,0.424,0.589,0.431,1.436,9.445,0.905,1.137,106.439,0
19971231,70,0.326,0.358,0.354,0.203,0.86,0.299,0.309,0.479,0.618,0.432,1.673,9.659,1.054,1.269,74.349,0
19980331,70,0.336,0.387,0.361,0.225,0.903,0.318,0.309,0.479,0.614,0.436,1.617,11.485,1.059,1.307,93.805,0
19980630,70,0.33,0.367,0.373,0.215,0.838,0.317,0.309,0.47,0.608,0.428,1.59,13.019,1.062,1.317,92.305,0
19980930,70,0.325,0.361,0.372,0.209,0.801,0.31,0.309,0.461,0.608,0.428,1.605,14.45,1.076,1.333,91.988,0
19981231,70,0.33,0.358,0.415,0.188,0.714,0.268,0.322,0.467,0.648,0.445,1.843,14.244,0.957,1.174,49.113,0
19990331,70,0.318,0.359,0.364,0.205,0.739,0.296,0.322,0.441,0.611,0.416,1.6,16.116,1.139,1.399,113.447,0
