Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number
20070331,9,0.162,0.262,0.678,0.167,0.684,0.222,0.388,0.155,0.466,0.266,0.873,15.529,0.571,0.658,14.494,1
20070630,9,0.18,0.268,0.666,0.173,0.717,0.248,0.388,0.175,0.47,0.272,0.887,14.115,0.599,0.697,22.134,1
20070930,9,0.197,0.271,0.668,0.178,0.726,0.274,0.388,0.195,0.472,0.277,0.894,13.811,0.627,0.739,26.195,1
20071231,9,0.207,0.218,0.704,0.148,0.577,0.303,0.428,0.209,0.463,0.24,0.862,15.653,0.86,1.033,28.624,1
20080331,9,0.209,0.239,0.669,0.161,0.554,0.302,0.428,0.212,0.467,0.256,0.877,18.042,0.778,0.929,32.265,1
20080630,9,0.202,0.22,0.629,0.146,0.456,0.286,0.428,0.204,0.469,0.243,0.883,23.025,0.84,0.984,24.182,1
20080930,9,0.191,0.2,0.556,0.134,0.408,0.278,0.428,0.191,0.459,0.225,0.848,26.605,0.963,1.112,23.476,1
20081231,9,0.226,0.231,0.305,0.169,1.347,0.379,0.557,0.246,0.434,0.25,0.768,3.648,1.511,1.702,43.794,1
20090331,9,0.209,0.213,0.398,0.149,-8.611,0.326,0.557,0.219,0.447,0.235,0.809,-10.53,1.25,1.418,51.089,1
20090630,9,0.222,0.226,0.369,0.164,-2.211,0.372,0.557,0.24,0.434,0.243,0.768,-15.225,1.476,1.697,60.159,1
20090930,9,0.242,0.244,0.367,0.182,-1.637,0.414,0.557,0.273,0.436,0.26,0.772,-17.594,1.613,1.866,70.259,1
