Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number
19980331,16,0.335,0.468,0.6,0.299,1.102,0.373,0.341,0.442,0.575,0.45,1.362,7.225,0.873,0.924,6.255,0
19980630,16,0.336,0.469,0.582,0.301,1.115,0.376,0.341,0.446,0.574,0.45,1.358,7.254,0.882,0.931,6.65,0
19980930,16,0.337,0.479,0.569,0.305,1.132,0.373,0.341,0.45,0.577,0.456,1.374,7.192,0.857,0.905,4.258,0
19981231,16,0.345,0.481,0.532,0.309,1.186,0.381,0.339,0.464,0.58,0.472,1.418,7.054,0.904,0.951,0,0
19990331,16,0.353,0.502,0.557,0.317,1.16,0.377,0.339,0.475,0.591,0.473,1.458,6.938,0.827,0.874,11.227,0
19990630,16,0.36,0.561,0.587,0.338,1.234,0.353,0.339,0.484,0.614,0.502,1.604,6.838,0.694,0.737,17.601,0
19990930,16,0.371,0.62,0.625,0.358,1.294,0.336,0.339,0.5,0.637,0.53,1.769,6.717,0.598,0.637,22.428,0
19991231,16,0.375,0.689,0.701,0.386,1.467,0.323,0.29,0.516,0.65,0.558,1.907,6.56,0.518,0.551,27.321,0
20000331,16,0.39,0.685,0.699,0.383,1.404,0.331,0.29,0.54,0.659,0.56,1.947,6.172,0.5,0.536,28.474,0
20000630,16,0.394,0.659,0.686,0.377,1.376,0.346,0.29,0.551,0.653,0.552,1.894,5.985,0.534,0.57,28.527,0
20000930,16,0.396,0.663,0.679,0.383,1.416,0.352,0.29,0.554,0.651,0.552,1.873,5.825,0.538,0.574,29.775,0
20001231,16,0.419,0.674,0.696,0.393,1.612,0.37,0.255,0.608,0.661,0.568,1.989,5.64,0.53,0.558,27.39,0
20010331,16,0.412,0.663,0.675,0.388,1.547,0.368,0.255,0.588,0.656,0.557,1.916,5.399,0.542,0.575,27.052,0
20010630,16,0.418,0.661,0.686,0.39,1.629,0.375,0.255,0.601,0.657,0.558,1.928,5.208,0.542,0.576,29.714,1
20010930,16,0.423,0.642,0.696,0.384,1.68,0.385,0.255,0.614,0.655,0.551,1.91,5.185,0.557,0.59,32.092,1
20011231,16,0.441,0.591,0.759,0.387,1.721,0.455,0.242,0.689,0.634,0.539,1.775,5.258,0.643,0.681,32.466,1
