Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number
20121231,31,0.002,0.027,0.154,0.018,0.16,0.003,0.265,0.001,0.318,0.051,0.465,5.326,0.892,1.705,115.599,4
20130331,31,0.041,0.063,0.14,0.044,0.423,0.085,0.265,0.034,0.334,0.086,0.501,3.877,1.278,2.112,132.656,4
20130630,31,0.065,0.079,0.134,0.055,0.68,0.135,0.265,0.055,0.341,0.1,0.518,1.799,1.515,2.473,134.644,4
20130930,31,0.093,0.1,0.132,0.071,1.068,0.188,0.265,0.08,0.352,0.12,0.543,0.317,1.834,2.893,131.444,4
20131231,31,0.15,0.152,0.153,0.107,-0.535,0.265,0.098,0.134,0.4,0.173,0.668,-18.474,2.412,3.675,74.194,4
20140331,31,0.146,0.148,0.136,0.106,-0.569,0.269,0.098,0.13,0.387,0.167,0.632,-18.91,2.453,3.655,72.533,4
20140630,31,0.172,0.175,0.131,0.125,-0.622,0.301,0.098,0.158,0.409,0.194,0.691,-18.283,2.62,3.824,76.858,4
20140930,31,0.2,0.204,0.122,0.147,-0.666,0.337,0.098,0.19,0.426,0.222,0.742,-17.82,2.843,4.097,80.056,4
19950331,39,0.342,0.425,0.513,0.26,1.549,0.35,0.167,0.633,0.597,0.517,1.947,4.898,0.918,1.325,101.465,1
19950630,39,0.336,0.422,0.466,0.254,1.293,0.338,0.167,0.608,0.599,0.504,1.926,6.291,1.073,1.47,103.332,1
19950930,39,0.332,0.414,0.429,0.248,1.127,0.331,0.167,0.593,0.6,0.494,1.898,6.546,1.215,1.62,103.156,1
19951231,39,0.332,0.381,0.389,0.229,1.027,0.334,0.237,0.572,0.598,0.47,1.807,8.34,1.394,1.884,107.856,1
19960331,39,0.33,0.42,0.375,0.248,1.244,0.323,0.237,0.575,0.604,0.488,1.879,7.908,1.439,1.86,116.905,1
19960630,39,0.32,0.425,0.391,0.248,1.306,0.31,0.237,0.55,0.603,0.49,1.887,6.914,1.341,1.765,118.327,1
19960930,39,0.311,0.434,0.405,0.249,1.371,0.295,0.237,0.522,0.605,0.494,1.911,6.703,1.25,1.669,117.311,1
19961231,39,0.294,0.383,0.447,0.222,1.262,0.288,0.233,0.473,0.591,0.466,1.806,5.737,1.168,1.637,111.931,1
19970331,39,0.296,0.419,0.438,0.239,1.406,0.282,0.233,0.487,0.598,0.485,1.892,5.894,1.166,1.596,118.221,1
19970630,39,0.3,0.402,0.459,0.23,1.362,0.285,0.233,0.488,0.6,0.475,1.883,5.667,1.151,1.599,117.515,1
19970930,39,0.31,0.397,0.499,0.226,1.356,0.291,0.233,0.494,0.607,0.468,1.871,5.461,1.086,1.548,118.809,1
19971231,39,0.334,0.499,0.574,0.26,1.593,0.267,0.233,0.512,0.653,0.508,2.024,5.299,0.779,1.177,117.715,1
19980331,39,0.329,0.436,0.554,0.237,1.469,0.281,0.233,0.495,0.636,0.485,1.931,5.373,0.911,1.345,115.078,1
19980630,39,0.335,0.454,0.557,0.243,1.567,0.279,0.233,0.493,0.644,0.489,1.941,5.108,0.882,1.304,117.078,1
19980930,39,0.335,0.467,0.548,0.247,1.701,0.274,0.233,0.493,0.648,0.495,1.977,4.606,0.872,1.283,120.091,1
19981231,39,0.336,0.488,0.564,0.247,1.675,0.256,0.187,0.5,0.664,0.5,2.097,4.135,0.764,1.175,127.671,1
19990331,39,0.336,0.464,0.546,0.243,1.691,0.271,0.187,0.494,0.652,0.486,2.006,4.237,0.84,1.254,126.745,1
19990630,39,0.336,0.462,0.552,0.241,1.71,0.268,0.187,0.492,0.654,0.484,2.009,4.091,0.806,1.226,124.919,1
19990930,39,0.331,0.448,0.542,0.234,1.638,0.266,0.187,0.486,0.651,0.477,1.97,4.475,0.807,1.233,117.703,1
19991231,39,0.351,0.423,0.522,0.238,1.772,0.31,0.185,0.552,0.636,0.482,1.922,4.444,0.963,1.405,117.539,1
20000331,39,0.335,0.42,0.534,0.23,1.572,0.288,0.185,0.505,0.636,0.47,1.888,4.755,0.891,1.33,98.661,1
20000630,39,0.33,0.421,0.538,0.231,1.479,0.287,0.185,0.498,0.631,0.471,1.869,4.852,0.861,1.298,89.874,1
20000930,39,0.329,0.423,0.559,0.234,1.492,0.29,0.185,0.496,0.629,0.474,1.866,4.244,0.831,1.267,85.778,1
20001231,39,0.325,0.436,0.582,0.236,1.909,0.277,0.069,0.483,0.635,0.489,1.91,3.875,0.736,1.176,102.715,1
20010331,39,0.338,0.472,0.562,0.254,2.121,0.283,0.069,0.509,0.644,0.502,1.978,2.675,0.745,1.186,88.767,1
20010630,39,0.368,0.519,0.555,0.279,2.893,0.3,0.069,0.573,0.66,0.531,2.121,2.02,0.746,1.192,97.608,1
20010930,39,0.394,0.558,0.544,0.299,3.519,0.312,0.069,0.637,0.676,0.557,2.293,1.729,0.745,1.192,108.009,1
20011231,39,0.449,0.528,0.495,0.306,3.739,0.383,0.074,0.862,0.68,0.576,2.418,1.446,0.722,1.269,92.949,1
20020331,39,0.437,0.572,0.522,0.318,3.851,0.354,0.074,0.788,0.686,0.581,2.457,1.703,0.731,1.216,114.913,1
20020630,39,0.444,0.563,0.518,0.316,3.723,0.363,0.074,0.824,0.687,0.584,2.495,1.798,0.725,1.213,111.961,1
20020930,39,0.458,0.555,0.503,0.319,3.715,0.382,0.074,0.882,0.689,0.586,2.513,1.828,0.719,1.23,104.315,1
20021231,39,0.565,0.631,0.47,0.33,4.582,0.381,0.069,1.353,0.773,0.675,4.009,1.333,0.844,1.319,95.563,1
20030331,39,0.518,0.601,0.481,0.328,4.331,0.384,0.069,1.113,0.736,0.636,3.228,1.395,0.778,1.261,92.568,1
20030630,39,0.545,0.619,0.463,0.331,4.255,0.386,0.069,1.241,0.756,0.657,3.615,1.515,0.814,1.291,88.166,1
20030930,39,0.564,0.636,0.451,0.331,4.123,0.38,0.069,1.336,0.773,0.674,3.998,1.682,0.847,1.306,84.231,1
20031231,39,0.527,0.587,0.448,0.313,3.418,0.375,0.123,1.142,0.748,0.635,3.416,2.305,0.939,1.364,81.051,1
20040331,39,0.54,0.608,0.454,0.321,3.027,0.376,0.123,1.204,0.757,0.65,3.616,3.153,0.898,1.341,81.116,1
20040630,39,0.53,0.58,0.463,0.312,2.814,0.382,0.123,1.158,0.747,0.635,3.402,3.535,0.947,1.402,78.972,1
20040930,39,0.516,0.555,0.474,0.303,2.589,0.382,0.123,1.09,0.736,0.62,3.191,3.908,0.971,1.432,77.388,1
20041231,39,0.459,0.497,0.463,0.274,2.331,0.362,0.085,0.857,0.701,0.57,2.622,4.314,1.041,1.512,73.795,1
20050331,39,0.474,0.51,0.472,0.282,1.989,0.37,0.085,0.912,0.709,0.582,2.729,5.75,1.044,1.529,75.7,1
20050630,39,0.443,0.488,0.465,0.271,1.77,0.356,0.085,0.8,0.69,0.557,2.476,6.512,1.068,1.565,75.846,1
20050930,39,0.415,0.463,0.461,0.259,1.673,0.346,0.085,0.711,0.672,0.531,2.257,7.048,1.114,1.632,77.5,1
20051231,39,0.355,0.414,0.455,0.233,1.454,0.314,0.154,0.549,0.637,0.489,1.91,7.069,1.133,1.632,73.515,1
20060331,39,0.37,0.421,0.452,0.24,1.515,0.329,0.154,0.587,0.641,0.491,1.945,7.772,1.145,1.695,78.546,1
20060630,39,0.355,0.401,0.455,0.232,1.534,0.326,0.154,0.553,0.628,0.477,1.835,7.754,1.16,1.727,78.809,1
20060930,39,0.344,0.39,0.455,0.227,1.492,0.323,0.154,0.528,0.618,0.466,1.754,7.981,1.159,1.737,79.309,1
20061231,39,0.304,0.361,0.468,0.209,1.421,0.296,0.153,0.445,0.596,0.439,1.591,6.852,1.052,1.623,76.042,1
20070331,39,0.319,0.367,0.472,0.215,1.575,0.311,0.153,0.477,0.602,0.445,1.631,7.059,1.121,1.707,82.152,1
20070630,39,0.308,0.363,0.486,0.211,1.584,0.3,0.153,0.455,0.598,0.441,1.603,7.099,1.076,1.654,83.553,1
20070930,39,0.297,0.357,0.499,0.207,1.595,0.29,0.153,0.432,0.593,0.437,1.57,6.948,1.035,1.608,83.392,1
20071231,39,0.267,0.342,0.519,0.199,1.633,0.271,0.16,0.374,0.574,0.424,1.444,5.788,0.946,1.499,79.231,1
20080331,39,0.276,0.352,0.519,0.203,1.655,0.274,0.16,0.392,0.582,0.431,1.497,6.292,0.97,1.542,83.253,1
20080630,39,0.272,0.36,0.523,0.206,1.778,0.268,0.16,0.382,0.582,0.437,1.492,5.54,0.953,1.514,81.63,1
20080930,39,0.273,0.382,0.516,0.217,1.961,0.265,0.16,0.38,0.586,0.444,1.501,4.954,0.919,1.467,80.713,2
20081231,39,0.364,0.536,0.427,0.261,2.617,0.256,0.15,0.564,0.69,0.529,2.324,3.187,0.765,1.225,71.062,2
20090331,39,0.339,0.467,0.473,0.253,3.435,0.287,0.15,0.511,0.641,0.495,1.869,1.886,0.885,1.414,83.64,2
20090630,39,0.421,0.522,0.453,0.296,4.334,0.356,0.15,0.754,0.671,0.533,2.112,1.049,0.905,1.449,90.316,2
20090930,39,0.471,0.553,0.446,0.324,5.107,0.401,0.15,0.974,0.689,0.56,2.29,0.702,0.938,1.491,96.22,2
20091231,39,0.476,0.555,0.47,0.339,5.108,0.427,0.046,1.074,0.68,0.563,2.18,0.989,0.97,1.492,92.385,2
20100331,39,0.491,0.566,0.473,0.349,4.505,0.44,0.046,1.138,0.686,0.572,2.248,1.163,0.986,1.521,95.419,2
20100630,39,0.476,0.562,0.47,0.342,4.221,0.425,0.046,1.074,0.681,0.566,2.196,1.422,0.972,1.49,90.817,2
20100930,39,0.463,0.551,0.471,0.334,3.849,0.416,0.046,1.022,0.674,0.558,2.136,1.773,0.982,1.497,90.805,2
20101231,39,0.476,0.551,0.38,0.342,3.879,0.439,0.087,1.077,0.675,0.563,2.15,2.108,1.201,1.711,84.9,2
20110331,39,0.457,0.529,0.436,0.327,3.221,0.425,0.087,0.992,0.664,0.547,2.044,2.553,1.088,1.639,88.377,2
20110630,39,0.447,0.507,0.441,0.317,3.011,0.427,0.087,0.952,0.655,0.535,1.961,2.876,1.122,1.718,89.33,2
20110930,39,0.438,0.494,0.441,0.311,2.942,0.426,0.087,0.914,0.646,0.526,1.897,2.995,1.127,1.748,87.91,2
20111231,39,0.439,0.517,0.411,0.312,3.119,0.4,0.085,0.945,0.661,0.542,2.055,2.905,1.162,1.718,77.557,2
20120331,39,0.424,0.482,0.447,0.299,3.064,0.409,0.085,0.876,0.643,0.519,1.884,2.868,1.11,1.751,89.601,2
20120630,39,0.425,0.488,0.435,0.3,3.172,0.405,0.085,0.887,0.646,0.522,1.917,2.792,1.122,1.754,90.548,2
20120930,39,0.429,0.489,0.425,0.3,3.215,0.406,0.085,0.908,0.649,0.525,1.95,2.796,1.152,1.79,92.884,2
20121231,39,0.475,0.5,0.409,0.302,3.195,0.419,0.086,1.124,0.684,0.555,2.28,2.933,1.323,2.061,87.078,2
20130331,39,0.445,0.486,0.422,0.296,3.055,0.41,0.086,0.983,0.662,0.533,2.066,3.142,1.211,1.917,96.252,2
20130630,39,0.443,0.478,0.419,0.288,2.949,0.402,0.086,0.974,0.664,0.529,2.078,3.293,1.245,1.96,97.651,2
20130930,39,0.44,0.469,0.41,0.281,2.967,0.397,0.086,0.965,0.665,0.524,2.083,3.293,1.292,2.025,97.037,2
20131231,39,0.375,0.4,0.386,0.258,2.557,0.406,0.189,0.712,0.596,0.456,1.54,3.773,1.393,2.086,90.72,2
20140331,39,0.394,0.42,0.402,0.262,2.573,0.396,0.189,0.782,0.622,0.478,1.721,3.998,1.337,2.057,96.43,2
20140630,39,0.385,0.407,0.405,0.26,2.501,0.405,0.189,0.748,0.607,0.467,1.615,4.19,1.334,2.066,95.759,2
20140930,39,0.386,0.406,0.402,0.265,2.346,0.42,0.189,0.752,0.6,0.466,1.567,4.775,1.343,2.077,95.329,2
19950331,41,0.332,0.437,0.446,0.223,1.178,0.257,0.237,0.458,0.659,0.462,1.963,6.611,0.946,1.412,67.381,0
19950630,41,0.346,0.528,0.456,0.252,1.283,0.24,0.237,0.484,0.689,0.509,2.25,6.511,0.81,1.233,67.742,0
19950930,41,0.364,0.633,0.462,0.281,1.392,0.225,0.237,0.513,0.718,0.556,2.593,6.802,0.705,1.089,68.17,0
19951231,41,0.396,0.825,0.448,0.317,1.506,0.198,0.236,0.571,0.768,0.621,3.382,5.532,0.567,0.86,76.47,0
19960331,41,0.401,0.876,0.458,0.331,1.677,0.196,0.236,0.586,0.774,0.644,3.539,5.683,0.575,0.878,64.946,0
19960630,41,0.38,0.793,0.452,0.311,1.595,0.197,0.236,0.544,0.757,0.616,3.248,6.104,0.615,0.916,62.819,0
