Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number,Sector Number
20100930,54,-0.011179078,-0.011285343,-0.090597327,-0.161987552,-0.060238369,0.495693672,0.769617303,-0.131329963,-0.891904643,-0.045251502,-0.014948252,-0.078715738,1.340655188,1.233805756,0.088751792,1,3
19971231,118,-0.01074017,-0.010967375,-0.664718842,0.262366667,0.056168313,1.084330288,-0.668672337,-0.052254387,-0.609757204,0.027532508,-0.01273488,-0.111514993,1.32741849,1.238847622,0.302170488,1,4
19970630,149,-0.009994027,-0.010463926,1.210067345,0.933733043,-0.009890534,1.721128082,0.533186129,-0.00148749,0.000602563,0.05765003,-0.012211132,-0.128416005,0.40084962,-0.098255306,-0.433845468,4,3
20140930,27,-0.009959889,-0.010304942,0.630865108,0.769058271,0.024383326,1.068276562,-0.202377523,-0.034136833,0.294266224,0.051626526,-0.010751096,-0.134510494,-0.428249018,-0.764790024,-0.433845468,3,8
20021231,96,-0.009389309,-0.009885401,0.742640979,2.086456443,0.141308523,2.743215298,-0.924806109,0.156663663,0.369121667,0.101320436,-0.010306269,-0.151216793,1.524765625,1.118851206,-0.061299472,4,3
20000930,141,-0.005409877,-0.006021209,0.300618219,2.916163946,0.126064174,1.078979046,-0.800022989,-0.209650641,3.513050273,0.42508379,-0.037178834,-0.139261469,-0.458332423,-0.358415604,-0.287414728,4,4
20071231,103,-0.011871578,-0.01216417,-0.751091106,-1.219706276,-0.08367526,-0.884926755,-0.511051555,-0.176623849,-0.972518197,-0.126568809,-0.01508457,-0.038429803,-0.144261676,-0.013551953,-0.081006337,2,5
20050930,47,-0.008223765,-0.007990843,-1.975544957,2.086456443,0.318329642,0.838173158,-0.67523987,1.127462622,1.854714305,0.228817943,0.045074677,-0.145297545,-1.406561344,-1.617873793,0.671744246,3,1
20031231,121,-0.010315893,-0.010569915,-0.075355163,0.433375083,0.027131457,0.747202044,-0.432241164,-0.067352349,0.052425562,0.038073641,-0.011995893,-0.125845805,-0.647256205,-0.108339039,-0.238309639,2,2
19950331,10,-5.51997E-05,-0.00111479,-0.431005659,-0.573674481,0.024642584,-1.120381402,-1.036454163,-0.209650641,2.86238373,0.706180656,-0.05173974,-0.129545335,0.038645426,0.038883456,-0.065249635,4,7
20030331,158,-0.010213481,-0.01062291,1.474264857,0.864062947,0.035272147,1.908421551,-0.084161936,-0.032627036,-0.316093543,0.026026632,-0.01341647,-0.115039283,0.64753354,0.289968395,-0.137160187,3,4
20021231,169,-0.011847194,-0.011969856,-0.98988501,-0.846021218,-0.071490151,0.014081895,1.078291335,-0.177567472,-1.703798294,-0.124560974,-0.016368829,-0.026980731,0.497116516,0.854657414,0.680402741,2,4
20061231,93,-0.010452442,-0.010861385,0.188842349,-0.193655777,0.051190566,-0.001971831,-1.686639891,-0.060935715,0.311540557,0.087767551,-0.010636302,-0.081431972,-0.32957545,0.286943275,-0.236447184,2,4
20090930,32,-0.009798957,-0.01006205,0.148196578,0.370038633,-0.078956771,0.196024122,0.592293922,0.051355378,0.829770547,0.101822394,-0.005660698,0.25568284,-0.368082208,-0.365474217,-0.148851352,0,2
20010930,3,-0.009325911,-0.009655758,-0.669799564,0.148361056,-0.041882928,-0.21602151,-1.062724294,0.17949933,1.36527487,0.121900742,0.003576634,-0.041136301,0.012172029,-0.195059138,0.633418323,1,4
19980630,120,-0.011920345,-0.01167397,-1.975544957,-0.713014672,-0.087564124,-0.831414336,-0.103864533,-0.179643442,-1.156777749,-0.033706452,-0.015497111,-0.024400795,-1.406561344,-1.617873793,-0.155306765,2,5
20040930,27,-0.0103354,-0.010689153,0.681672322,0.680387241,0.000687177,1.581995791,0.329592618,-0.050744591,-0.333367876,0.009963954,-0.013470279,-0.119761051,-0.451112406,-0.802099834,-0.356798055,2,8
20010930,6,-0.011305874,-0.010927629,1.220228788,-0.104984746,0.05367944,-0.349802559,-0.609564544,-0.153410733,-0.488836873,-0.033204493,-0.013771614,-0.133673232,-0.833773315,-1.137888126,-0.407144781,2,8
20140630,121,-0.011510698,-0.011749046,-0.522458644,-0.763683832,-0.077297522,-0.248128961,0.191674434,-0.15831757,-0.903420865,-0.057800469,-0.014980538,-0.018023974,-0.295882036,0.404922945,-0.260230573,2,2
20000331,132,-0.012159306,-0.012415895,-0.116000934,-1.352712823,-0.114993583,-0.54244727,2.792417344,-0.190966913,-2.043526843,-0.159698083,-0.016795719,0.341034893,2.028963491,1.785385923,0.144257355,2,6
20040331,0,-0.011398532,-0.011152856,-0.385279167,-0.326662323,-0.061742063,-0.46217864,0.546321194,-0.147371548,-0.52914365,-0.040231915,-0.014069361,0.052802556,-0.19359846,-0.231360575,0.283117405,0,4
20130228,137,-0.011691138,-0.011996354,-1.299809014,-0.852354863,-0.066616107,0.410073801,1.715341998,-0.167753797,-1.646217184,-0.136106024,-0.016282733,-0.011335613,2.599344847,1.739000754,-0.433845468,2,6
20000331,47,-0.008574891,-0.008569368,-1.975544957,1.750773255,0.116004977,0.848875642,-0.471646359,0.492027145,1.601357421,0.197696504,0.013814827,-0.135279607,-1.406561344,-1.617873793,1.026890844,1,1
19990930,14,-0.010203727,-0.010415347,0.041501429,0.262366667,-0.008853504,0.260239025,-0.359998305,-0.050555866,0.420944666,0.072206832,-0.009969061,-0.099043683,-0.029944738,0.015690871,0.54457536,1,4
20090930,49,-0.01146193,-0.011598894,-0.420844216,-0.972694119,-0.078853068,-1.06151774,-0.143269729,-0.15246711,0.035151229,-0.047259336,-0.012074814,0.098783821,-0.721863049,-0.385641682,0.109112439,1,5
19961231,149,-0.009135718,-0.009686671,1.728300926,1.617766709,0.049790575,1.699723114,0.533186129,0.157041112,0.910384101,0.146496718,-0.00541676,-0.130061322,0.151759028,-0.300938329,-0.433845468,4,3
19971130,115,-0.011803303,-0.01207143,0.041501429,-1.06136515,-0.093112238,-0.499637334,1.89923291,-0.172283185,-1.225875081,-0.081392527,-0.015622667,-0.022677593,0.578943377,0.907092823,-0.030016816,2,6
20050930,164,-0.012564077,-0.012769192,-1.472553541,-1.770733396,-0.124637967,-1.907013971,3.895762822,-0.207952121,-1.980187622,-0.192827356,-0.016720385,0.304945004,0.025408727,0.002582019,-0.359665907,2,2
20120630,62,-0.010111069,-0.010503672,-0.35987556,0.6043835,0.115538313,1.068276562,-1.075859359,-0.016396727,0.133039116,0.054136319,-0.011612051,-0.13775245,0.710107022,1.357835666,0.100173753,3,5
19970331,54,-0.012086155,-0.012270159,1.758785254,-1.403381983,-0.108512142,-1.446807162,0.040621184,-0.187003698,-0.58672476,-0.105486544,-0.01423079,0.068340583,0.316616086,0.050983935,-0.020671576,1,3
20121231,79,-0.011500944,-0.011563564,-0.857786255,-0.605342706,-0.06604574,-0.323046349,0.040621184,-0.157373948,-0.828565422,-0.085408197,-0.014664855,-0.008385724,0.45138974,0.298035381,0.820724187,0,4
20000630,15,-0.01037929,-0.010031136,1.459022693,0.446042373,-0.062882797,-0.034079283,0.25734976,-0.055085255,0.409428444,0.093791055,-0.007683943,-0.111466315,-0.6869663,-0.97150654,-0.346969346,1,8
20090930,21,-0.012607968,-0.012831019,0.569896452,0.534713404,-0.012172002,-0.847468062,-0.865698315,-0.209650641,5.010159133,-51.48898974,-0.028834743,-0.128523096,-0.224885201,-0.537906043,-0.218580799,4,6
19961231,64,-0.011081543,-0.00962926,0.915385505,-0.054315586,-0.034053347,-1.152488854,-0.123567131,-0.12868782,0.645510995,0.047610856,-0.008225627,-0.036365854,-0.174345081,-0.410851013,0.250994172,1,6
20001231,171,-0.010969378,-0.01134717,0.45303986,-0.687680092,-0.069727199,-0.531744786,-0.616132077,-0.114344756,0.121522894,-0.029690782,-0.011673035,-0.090038248,-0.04799478,-0.022627312,-0.01124942,2,7
20130331,26,-0.009638024,-0.008878503,0.239649562,0.997069493,0.043775798,-0.018025557,-0.780320392,0.083249822,1.060094987,0.132943833,-0.003271547,-0.082473682,-0.337998803,-0.179933539,0.592460789,1,5
20100630,128,-0.010252495,-0.010468342,0.971273441,0.477710599,0.073901536,0.688338383,-0.399403501,-0.02734275,0.150313449,0.041085393,-0.011425511,-0.12641047,0.475456464,0.167955232,0.019055309,2,6
20030331,160,-0.010667019,-0.011060115,0.727398815,0.243365732,0.011213038,1.400053564,-0.307458044,-0.083582658,-0.655822092,0.011971789,-0.014352758,-0.108974,0.936334226,1.568585675,-0.145005574,3,5
20130630,164,-0.01257383,-0.012800106,-1.487795705,-1.802401622,-0.126141662,-1.955175149,2.792417344,-0.20832957,-1.876541624,-0.200356737,-0.016591242,20.29362294,0.46101643,0.332320071,-0.3670498,2,2
20091231,117,-0.012607968,-0.012831019,-0.91367419,-1.834069847,-0.127230544,-2.04079502,5.984238189,-0.209650641,-2.435078391,-0.209391993,-0.01720826,-0.154069325,2.317764177,2.267388337,0.166403541,1,6
19980630,92,-0.010403674,-0.010689153,0.15835802,0.370038633,0.018005588,0.811416948,-1.259750272,-0.089433119,-0.080010991,0.021509004,-0.01234745,-0.127422973,0.029018736,0.287951648,0.219969733,3,3
20071231,31,-0.012095908,-0.012296657,-0.893351304,-1.276709082,0.067368243,-0.863521788,-0.97734637,-0.192854159,-1.56560363,-0.163211794,-0.016175114,-0.002485947,0.955587606,0.766928942,0.204685513,4,7
19990630,171,-0.010189097,-0.010627326,0.554654288,-0.256992228,-0.041986631,-0.274885171,-0.491348957,-0.023756984,0.737640771,0.04208931,-0.00739337,-0.089765651,-0.286255347,-0.32917278,-0.012677852,2,7
20030930,96,-0.00923813,-0.00966459,0.48860491,2.206795699,0.18258234,2.497058167,-0.924806109,0.211771224,0.599446107,0.124912494,-0.008645343,-0.1499609,0.790730547,0.3877806,-0.256741903,4,3
20020331,99,-0.010579237,-0.010499256,-0.400521331,-0.180988487,-0.068379059,-0.494286092,-0.307458044,-0.097359549,0.524590664,0.043595186,-0.007443593,-0.024556565,-0.95892028,-0.829325912,0.09230639,1,2
20130930,128,-0.010842582,-0.010940877,1.144017967,-0.079650166,0.007998243,0.099701766,-0.320593109,-0.098114447,-0.195173212,-0.0076046,-0.012946531,-0.111719441,0.050678787,-0.209176364,-0.0425101,2,6
19970930,19,-0.011959359,-0.011921278,-0.151565983,-1.143702536,-0.110275094,-1.339782323,0.874697824,-0.180775789,-0.47156254,-0.093941494,-0.013893582,0.259742587,0.023002055,-0.060945496,0.301132128,0,4
19950630,22,-0.009789203,-0.009333374,0.412394089,0.256033022,-0.027260797,-0.472881124,0.368997814,0.037389763,1.169499096,0.098810642,-0.001266239,-0.105469182,0.050678787,-0.396733788,-0.197450996,1,1
19970930,103,-0.011066913,-0.009969309,-1.106741602,0.484044244,-0.002423914,-0.483583608,-0.964211304,-0.12283736,-0.039704214,0.039579517,-0.012394085,-0.111203454,-1.001037046,-0.401775654,0.376514868,2,5
20000331,152,-0.007541019,-0.008242568,0.549573566,3.94854809,0.73547519,2.684351636,-1.292587935,-0.209650641,2.378702406,0.290056903,-0.111683748,-0.153786993,0.775087176,0.210306908,-0.008557376,4,3
19970831,96,-0.009623393,-0.010048801,-0.476732151,1.814109706,0.181078646,2.598731765,-1.174372348,0.088534109,0.144555338,0.082246006,-0.011558241,-0.139514595,3.814714403,3.008542675,-0.019973842,4,3
19961231,25,-0.011505821,-0.011444326,-0.5834273,-0.953693184,-0.071853111,-1.227406241,-0.800022989,-0.154731804,0.21365267,0.080238171,-0.011206684,-0.046481149,-0.671322929,0.005607139,-0.255983735,1,4
20011231,8,-0.010374414,-0.010808391,-0.197292476,0.560047984,-0.009009058,1.614103243,0.730212107,-0.071693013,-0.390948986,0.005948285,-0.013663994,-0.076145539,2.284070764,1.531275865,-0.278822162,1,3
20010331,5,-0.010574361,-0.010989456,-0.852705533,0.572715275,0.176619414,2.304413457,1.032318607,-0.074712606,-0.880388421,-0.003086972,-0.01493749,-0.154069325,4.460905939,4.791346579,0.194675503,3,7
20080630,160,-0.010369537,-0.010053217,0.996677047,0.572715275,-1.414185486,0.16391667,-0.537321685,-0.050178417,0.300024335,0.062167658,-0.010639889,-0.16950026,-0.014301367,-0.066995735,-0.063892625,4,5
20120131,148,-0.010574361,-0.010159207,-0.283664739,-0.516671675,-0.042764404,-1.082922708,-0.241782718,-0.077920923,1.031304432,0.117885072,-0.003766596,0.011474911,0.127692304,-0.268670385,-0.433845468,1,6
20090131,37,-0.009345418,-0.007871605,-1.975544957,1.864778866,0.124612331,0.206726606,-0.859130783,0.162514123,1.19253154,0.169084859,-0.000814237,-0.118816698,-1.406561344,-1.617873793,0.976236456,1,5
19990331,85,-0.011783796,-0.011205851,-0.141404541,-0.649678221,-0.034779268,-1.238108725,-0.85256325,-0.175302778,-0.252754322,-0.042239749,-0.013201231,-0.116265969,-0.375302225,-0.398750534,0.099118911,1,6
20000630,41,-0.011032776,-0.010137126,0.249811005,0.0280218,-0.029853373,-0.804658126,0.973210813,-0.123969707,0.305782446,0.029038384,-0.010403126,-0.09200484,-0.489619164,-0.463286422,0.205592018,0,7
20040331,65,-0.009725805,-0.009986974,-0.298906903,0.940066688,0.152352899,0.939846755,-0.793455457,0.066642064,0.582171774,0.110857651,-0.006769178,-0.139057021,-0.177955089,-0.085146454,-0.110162827,2,7
20020930,88,-0.010252495,-0.010569915,1.758785254,0.623384435,0.064723815,1.180652644,1.583991345,-0.059614644,-0.068494769,0.044599104,-0.012516054,-0.151810665,-0.523312577,-0.849493377,-0.433845468,2,3
19990630,14,-0.010145206,-0.010380018,0.087227921,0.256033022,-0.008853504,0.238834058,-0.359998305,-0.044894131,0.490041998,0.079234253,-0.009488361,-0.099043683,-0.073264841,-0.014560326,0.54457536,1,4
20110630,116,-0.011379025,-0.011665137,-0.446247823,-0.561007191,-0.051890273,0.356561381,0.973210813,-0.145861752,-1.10495475,-0.067337684,-0.01495184,-0.128639924,0.893014123,0.464416967,-0.429192076,2,8
