Data Date,Company Number,Long-term Debt/Invested Capital,Total Debt/Invested Capital,Receivables/Current Assets,Total Debt/Total Assets,Total Debt/EBITDA,Long-term Debt/Total Liabilities,Cash Flow/Total Debt,Long-term Debt/Book Equity,Total Debt/Total Assets,Total Debt/Capital,Total Debt/Equity,Interest Coverage Ratio,Quick Ratio (Acid Test),Current Ratio,Cash Conversion Cycle (Days),Rating 1Q Number,Sector Number
20011231,30,0.097,0.407,0.262,0.228,0.832,0.11,0.372,0.103,0.493,0.386,0.972,19.55,0.726,0.851,0,1,2
20030930,49,0.26,0.423,0.215,0.22,1.832,0.22,0.172,0.347,0.615,0.444,1.597,20.271,0.43,1.107,91.746,1,5
19960331,11,0.343,0.36,0.411,0.274,1.954,0.524,0.232,0.586,0.499,0.464,1.247,4.983,1.34,1.998,69.684,2,3
20081231,9,0.226,0.231,0.305,0.169,1.347,0.379,0.557,0.246,0.434,0.25,0.768,3.648,1.511,1.702,43.794,1,3
20050331,67,0.24,0.342,0.411,0.205,1.018,0.264,0.319,0.323,0.544,0.409,1.386,15.56,0.743,1.138,68.246,0,2
20001231,128,0.797,0.931,0.567,0.636,9.627,0.632,-0.026,4.855,0.861,0.827,6.131,0.968,1.769,2.078,186.827,2,6
19951231,43,0.354,0.371,0.474,0.224,1.292,0.352,0.21,0.546,0.609,0.451,1.558,6.667,1.076,1.718,67.689,1,5
19960331,48,0.521,0.629,0.692,0.367,1.666,0.422,0.18,1.073,0.721,0.659,3.216,4.46,0.587,0.672,0,2,8
19950131,20,0.348,0.461,0.205,0.277,1.992,0.344,0.125,0.508,0.608,0.511,1.549,4.209,0.714,2.179,125.71,2,1
19951231,120,0.243,0.512,0,0.321,1.688,0.29,0.147,0.303,0.526,0.5,1.111,5.898,0,0,74.804,2,5
20000331,136,0.231,0.235,0.243,0.19,1.746,0.49,0.268,0.297,0.38,0.288,0.626,8.429,2.587,3.702,220.503,2,5
20040331,61,0.407,0.407,0.395,0.235,5.15,0.357,-0.017,0.685,0.657,0.521,1.918,1.551,1.402,3.306,91.903,3,7
20040630,120,0.337,0.248,0,0.186,4.506,0.501,0.121,0.537,0.503,0.482,1.013,0.584,0,0,4.238,3,5
20070630,40,0.438,0.44,0.661,0.178,1.745,0.229,0.124,0.729,0.773,0.724,3.583,12.504,0.851,0.921,0,1,1
19991231,35,0.351,0.45,0.44,0.293,1.61,0.396,0.222,0.605,0.577,0.485,1.52,5.79,0.889,1.277,82.697,1,6
20050331,88,0.391,0.405,0.597,0.267,1.06,0.43,0.361,0.57,0.599,0.49,1.493,8.494,1.009,1.034,0,2,3
19971231,30,0.099,0.478,0.275,0.229,0.712,0.083,0.419,0.103,0.568,0.457,1.317,19.616,0.679,0.809,0,0,2
19990331,1,0.262,0.334,0.594,0.258,2.654,0.47,0.108,0.359,0.43,0.342,0.804,4.559,0.631,0.631,22.974,2,8
20080630,126,0.315,0.43,0.378,0.177,1.558,0.18,0.093,0.459,0.718,0.593,2.603,5.089,0.679,1.156,39.943,2,1
20090131,68,0.587,0.631,0.131,0.347,2.058,0.418,0.165,1.35,0.773,0.697,3.466,5.105,0.308,0.945,9.894,2,2
20041231,108,0.61,0.617,0.411,0.435,2.951,0.593,0.124,1.535,0.725,0.639,2.641,3.384,0.915,1.236,87.315,2,7
19981130,75,0.568,0.64,0.47,0.425,3.652,0.53,0.059,1.315,0.713,0.645,2.484,3.718,1.186,1.912,134.322,3,1
20090331,49,0.19,0.224,0.275,0.113,0.738,0.163,0.17,0.223,0.59,0.326,1.437,42.988,0.624,1.286,98.232,1,5
20111231,144,0.309,0.309,0.192,0.219,2.502,0.431,0.26,0.334,0.51,0.372,1.07,1.798,1.223,1.462,0,2,3
20010331,162,0.404,0.475,0.763,0.344,2.647,0.515,0.156,0.611,0.569,0.471,1.322,2.982,1.154,1.154,38.369,2,4
20050331,73,0.528,0.699,0.388,0.465,4.268,0.511,0.11,1.07,0.686,0.636,2.27,3.402,0.89,1.377,104.918,3,7
20081231,41,0.503,0.635,0.336,0.267,2.012,0.267,0.109,1.092,0.791,0.633,4.002,7.887,0.992,1.577,108.797,1,7
19990930,132,0.12,0.124,0.347,0.104,0.314,0.389,0.687,0.134,0.26,0.166,0.351,43.751,3.515,4.205,107.924,2,6
19980831,115,0.168,0.189,0.426,0.13,0.606,0.267,0.283,0.202,0.431,0.324,0.756,19.03,1.47,2.162,67.137,2,6
19951231,114,0.279,0.302,0.417,0.19,0.883,0.322,0.266,0.387,0.546,0.413,1.202,13.796,1.832,1.832,48.787,3,6
19980430,80,0.346,0.368,0,0.266,2.026,0.474,0.167,0.529,0.528,0.454,1.117,3.084,0.539,2.494,101.056,3,1
20030131,80,0.165,0.165,0,0.128,0.574,0.364,0.199,0.194,0.352,0.226,0.542,12.802,0.858,3.561,137.611,3,1
20100630,126,0.392,0.453,0.361,0.187,1.795,0.217,0.137,0.662,0.748,0.625,3.053,4.88,0.771,1.186,29.458,2,1
19961231,34,0.291,0.295,0.623,0.115,0.544,0.157,0.235,0.401,0.723,0.492,2.613,19.028,0.906,0.982,22.378,2,6
19990331,116,0.402,0.466,0.659,0.379,3.094,0.637,0.136,0.784,0.513,0.51,1.26,2.861,0.554,0.629,0,2,8
19970331,144,0.306,0.31,0.564,0.27,1.264,0.677,0.479,0.545,0.395,0.421,0.887,3.462,1.35,1.402,0,2,3
20101231,89,0.386,0.412,0.327,0.254,2.048,0.382,0.155,0.377,0.622,0.42,1.643,5.428,1.106,1.187,10.284,2,5
20101231,164,0.187,0.187,0.107,0.135,0.707,0.326,0.363,0.229,0.413,0.242,0.703,19.538,1.167,1.603,12.588,3,2
20110630,26,0.64,0.894,0.49,0.455,2.944,0.399,0.095,1.849,0.817,0.756,4.648,6.621,1.071,1.528,164.148,1,5
20030930,133,0.341,0.371,0.122,0.2,1.516,0.285,0.083,0.483,0.645,0.61,1.814,6.186,1.405,1.405,0,3,4
20040131,20,0.22,0.263,0.155,0.166,1.116,0.275,0.241,0.28,0.506,0.399,1.026,8.345,0.651,2.246,107.58,3,1
19970331,136,0.275,0.28,0.346,0.207,1.256,0.439,0.173,0.377,0.463,0.349,0.893,7.77,1.328,2.659,180.436,1,5
19960331,121,0.536,0.602,0.321,0.439,3.195,0.591,0.098,0.876,0.661,0.596,1.955,3.104,0.796,2.181,84.809,1,2
19980331,14,0.512,0.551,0.442,0.336,2.06,0.444,0.101,0.937,0.703,0.631,2.364,4.879,1.106,1.608,160.493,1,4
19980831,77,0.414,0.726,0.379,0.372,2.032,0.303,0.21,0.705,0.7,0.615,2.337,4.861,0.422,0.935,78.577,1,2
20080930,157,0.127,0.143,0.587,0.106,0.478,0.267,0.478,0.14,0.353,0.245,0.546,25.92,1.424,1.922,68.861,2,3
20060228,115,0,0,0.285,0,0,0,0.19,0,0.312,0.036,0.453,219.409,1.998,2.55,166.257,3,6
20060331,92,0.314,0.336,0.359,0.226,2.282,0.39,0.062,0.409,0.539,0.369,1.18,4.33,1.826,2.728,132.615,3,3
20130331,64,0.549,0.745,0.58,0.285,1.293,0.254,0.195,1.217,0.827,0.67,4.823,20.591,1.12,1.181,62.068,0,6
20101231,118,0.117,0.123,0.367,0.1,1.013,0.339,0.25,0.119,0.28,0.149,0.39,15.871,1.731,2.418,89.546,1,4
20120930,44,0.052,0.087,0.493,0.045,0.234,0.054,0.325,0.046,0.504,0.292,1.054,168.467,0.781,0.988,4.727,0,3
20130430,127,0.054,0.054,0.029,0.04,0.176,0.131,0.42,0.057,0.303,0.169,0.434,57.818,1.769,3.638,78.978,3,1
19980630,141,0.974,1.004,0.41,0.486,3.468,0.477,0.056,1.45,0.987,0.982,78.692,1.946,0.828,1.422,38.317,4,4
20100630,81,0.273,0.313,0.305,0.21,0.832,0.358,0.354,0.387,0.512,0.36,1.084,28.167,1.691,2.211,88.795,0,5
20010331,163,0.79,0.796,0.117,0.669,11.368,0.806,0.043,6.163,0.824,0.805,4.679,-0.017,2.841,2.918,0,4,8
20020930,41,0.248,0.341,0.345,0.183,1.744,0.223,0.098,0.328,0.596,0.41,1.752,6.261,1.31,1.85,119.576,0,7
20071231,54,0.274,0.291,0.408,0.212,0.691,0.425,0.441,0.383,0.47,0.341,0.899,22.377,2.536,3.141,93.214,1,3
19950630,121,0.515,0.539,0.33,0.4,2.352,0.598,0.021,0.806,0.64,0.565,1.792,4.311,0.95,2.462,77.14,1,2
20101231,167,0.334,0.335,0.488,0.249,2.595,0.492,0.098,0.474,0.505,0.355,1.019,4.259,1.298,1.52,87.134,2,1
20080331,132,0.223,0.223,0.213,0.163,1.239,0.375,0.327,0.285,0.434,0.264,0.776,18.708,1.986,2.199,57.461,1,6
20040930,108,0.658,0.664,0.398,0.48,3.204,0.632,0.131,1.873,0.753,0.679,3.047,3.382,0.938,1.266,88.096,2,7
20061231,35,0.189,0.191,0.155,0.131,1.151,0.294,0.312,0.234,0.442,0.245,0.797,7.965,1.793,2.069,39.655,2,6
19960331,73,0.181,0.211,0.411,0.149,0.829,0.303,0.291,0.216,0.422,0.28,0.731,16.63,1.403,2.599,126.259,0,7
20050930,161,0.872,0.873,0.439,0.588,2.32,0.643,0.256,6.801,0.914,0.877,10.571,6.882,1.913,1.913,43.733,4,4
20000630,140,0.542,0.618,0.476,0.349,3.58,0.413,0.034,1.184,0.741,0.701,2.865,2.781,0.893,1.534,52.816,2,5
20010630,101,0.604,0.61,0.467,0.445,4.794,0.62,0.021,1.502,0.711,0.696,2.462,2.525,1.562,2.96,78.849,3,6
19990331,70,0.318,0.359,0.364,0.205,0.739,0.296,0.322,0.441,0.611,0.416,1.6,16.116,1.139,1.399,113.447,0,4
20070930,49,0.194,0.217,0.233,0.121,0.828,0.196,0.17,0.227,0.552,0.312,1.23,34.244,0.578,1.291,98.585,1,5
19950331,11,0.359,0.37,0.503,0.274,3.555,0.506,-0.004,0.54,0.526,0.451,1.181,2.55,1.007,1.638,61.634,2,3
20030331,50,0.671,1.316,0,0.483,7.989,0.28,0.058,1.866,0.879,0.866,7.897,2.671,0,0,233.436,0,5
19991231,103,0.4,0.535,0.267,0.348,3.526,0.426,-0.018,0.634,0.61,0.508,1.565,2.871,0.416,1.133,125.311,2,5
20090930,42,0.853,0.989,0.342,0.179,13.892,0.158,0.019,1.493,0.973,0.917,36.995,-3.074,1.084,1.407,74.31,4,6
19970331,48,0.585,0.684,0.688,0.409,1.655,0.465,0.205,1.557,0.752,0.73,4.013,4.789,0.669,0.764,0,1,8
20010630,81,0.143,0.404,0.455,0.204,0.743,0.127,0.304,0.166,0.567,0.395,1.329,23.308,0.85,1.297,123.513,0,5
20050331,161,1.074,1.074,0.545,0.679,2.47,0.648,0.256,12.426,1.047,1.07,-22.483,5.685,1.617,1.617,47.076,4,4
20070331,126,0.352,0.52,0.391,0.187,1.735,0.165,0.084,0.495,0.767,0.634,3.339,4.076,0.666,1.074,40.89,2,1
20020331,8,0.469,0.47,0.36,0.392,2.562,0.702,0.303,0.778,0.557,0.49,1.258,7.173,3.437,3.494,38.935,1,3
20140930,92,0.321,0.326,0.388,0.253,2.826,0.529,0.143,0.438,0.472,0.348,0.906,4.367,1.423,1.775,77.504,3,3
20080331,89,0.382,0.404,0.543,0.246,1.888,0.372,0.142,0.374,0.624,0.432,1.661,6.028,0.831,0.919,13.179,2,5
20000630,16,0.394,0.659,0.686,0.377,1.376,0.346,0.29,0.551,0.653,0.552,1.894,5.985,0.534,0.57,28.527,0,8
20140930,39,0.386,0.406,0.402,0.265,2.346,0.42,0.189,0.752,0.6,0.466,1.567,4.775,1.343,2.077,95.329,2,7
19981031,110,0.566,0.587,0.328,0.412,3.01,0.57,0.135,1.292,0.696,0.635,2.284,3.055,0.913,1.88,32.919,2,2
20020331,42,0.351,0.721,0.501,0.253,1.761,0.159,0.199,0.534,0.772,0.657,3.417,5.416,0.671,0.915,17.754,2,6
20091031,68,0.573,0.625,0.116,0.34,2.044,0.405,0.165,1.258,0.768,0.691,3.357,4.723,0.288,0.906,9.863,2,2
20000630,50,0.599,1.621,0,0.479,6.425,0.201,0.069,1.386,0.882,0.87,8.314,3.716,0,0,231.597,0,5
20010331,140,0.535,0.598,0.476,0.341,3.23,0.414,0.061,1.149,0.735,0.692,2.775,2.86,0.916,1.604,57.431,2,5
19950930,168,0.494,0.494,0.823,0.411,2.954,0.711,0.244,0.814,0.578,0.507,1.371,1.274,0.587,0.63,0,3,3
20031231,96,0.726,0.812,0.515,0.674,6.099,0.781,0.095,2.652,0.773,0.754,3.396,0.462,1.238,1.344,98.155,4,3
19950630,112,0.421,0.51,0.694,0.349,2.442,0.477,0.239,0.635,0.604,0.503,1.526,2.603,0.631,0.682,6.301,2,3
20041231,28,0.187,0.202,0.436,0.121,0.522,0.219,0.307,0.199,0.513,0.327,1.057,37.027,1.358,1.517,6.612,0,3
19991231,53,0.342,0.518,0.457,0.271,3.246,0.273,0.074,0.649,0.656,0.579,2.376,2.206,0.751,1.329,94.682,2,1
20031231,50,0.667,1.196,0,0.471,8.246,0.302,0.054,1.851,0.869,0.847,7.104,2.878,0,0,268.59,0,5
19980131,139,0.583,0.628,0.059,0.459,4.864,0.613,0.068,1.356,0.695,0.656,2.281,3.293,0.297,1.415,42.445,3,2
20121231,172,0.262,0.267,0.319,0.203,1.134,0.456,0.325,0.362,0.438,0.322,0.821,13.352,2.543,3.655,109.223,2,7
19950930,158,0.468,0.486,0.597,0.372,1.865,0.605,0.127,0.77,0.593,0.512,1.454,3.798,1.596,1.8,43.033,3,4
20040930,120,0.334,0.248,0,0.184,4.796,0.489,0.121,0.531,0.507,0.485,1.028,0.391,0,0,10.227,3,5
19990630,6,0.257,0.31,0.677,0.208,1.184,0.344,0.303,0.304,0.501,0.354,1.033,12.765,0.785,0.785,0,0,8
20110430,127,0.064,0.064,0.045,0.046,0.309,0.144,0.374,0.068,0.32,0.178,0.47,24,1.456,3.541,92.793,3,1
20010331,54,0.194,0.43,0.674,0.231,2.425,0.183,0.125,0.244,0.568,0.414,1.328,2.756,1.405,1.634,113.157,1,3
19951231,103,0.257,0.468,0.316,0.275,1.628,0.268,0.204,0.339,0.564,0.466,1.293,6.558,0.623,1.429,133.073,1,5
20060331,32,0.706,0.807,0.458,0.417,1.31,0.43,0.253,1.707,0.848,0.776,5.703,17.073,0.745,1.085,46.849,0,2
19980331,89,0.578,0.585,0.552,0.431,4.653,0.618,0.097,0.949,0.689,0.601,2.234,2.491,0.948,0.999,17.481,2,5
19990930,48,0.562,0.756,0.564,0.439,1.993,0.438,0.179,1.184,0.745,0.707,3.41,4.504,0.668,0.73,0,1,8
19990331,25,0.252,0.277,0.308,0.148,0.564,0.225,0.061,0.336,0.599,0.543,1.495,20.58,0.743,1.783,25.578,1,4
20081231,29,0.37,0.405,0.318,0.306,2.034,0.532,0.229,0.52,0.525,0.439,1.104,7.583,1.204,1.718,42.353,3,2
20020930,101,0.484,0.484,0.502,0.334,9.648,0.519,0.364,0.902,0.644,0.623,1.807,1.125,1.455,2.457,79.286,3,6
20101231,62,0.315,0.351,0.268,0.25,3.937,0.436,0.079,0.45,0.514,0.424,1.056,2.292,1.838,2.823,96.037,3,5
19960630,7,0.204,0.263,0.525,0.168,0.97,0.266,0.256,0.217,0.491,0.334,0.971,11.185,0.902,1.11,15.895,0,3
19981231,146,0,0.007,0.775,0.003,0.019,0,0.202,0,0.592,0.253,1.452,8.69,1.249,1.287,269.071,1,1
20080630,116,0.262,0.305,0.168,0.204,1.415,0.346,0.177,0.362,0.506,0.359,1.196,3.46,1.392,1.449,2.223,2,8
20130630,66,0.708,0.876,0.44,0.517,3.529,0.504,0.138,2.018,0.828,0.783,4.901,6.646,0.504,0.818,33.031,2,2
20030331,44,0.083,0.13,0.522,0.071,0.397,0.091,0.283,0.075,0.499,0.307,1.007,53.858,0.904,1.158,4.642,0,3
19970131,71,0.353,0.475,0.379,0.202,1.588,0.208,0.028,0.5,0.725,0.612,2.632,6.533,0.722,1.097,38.434,2,5
20111231,27,0.506,0.518,0.562,0.389,3.35,0.605,0.119,0.866,0.629,0.527,1.695,2.261,0.877,0.877,0,3,8
20040930,133,0.236,0.239,0.103,0.138,1.084,0.243,0.15,0.294,0.56,0.512,1.275,10.656,1.655,1.655,0,2,4
20101231,143,0.087,0.087,0.22,0.068,0.27,0.24,0.435,0.09,0.283,0.121,0.395,0,3.267,3.749,108.558,2,6
20130930,29,0.237,0.306,0.337,0.208,1.213,0.336,0.257,0.254,0.481,0.369,0.925,22.358,1.079,1.469,6.042,2,2
19950630,59,0.438,0.546,0.789,0.365,1.878,0.469,0.278,0.594,0.625,0.534,1.664,2.708,0.907,0.907,19.937,1,5
20070331,46,0.519,0.526,0.391,0.337,3.051,0.481,0.06,1.082,0.691,0.607,2.248,1.71,1.009,1.697,48.818,4,7
20001231,47,0.842,1.407,0,0.584,4.747,0.375,0.127,3.602,0.935,0.909,14.283,1.803,0,0,236.518,1,1
20070630,26,0.694,1.075,0.619,0.529,3.713,0.402,0.132,2.268,0.849,0.801,5.636,4.142,0.879,1.226,159.261,1,5
20061231,67,0.237,0.376,0.443,0.211,1.017,0.233,0.264,0.351,0.571,0.441,1.6,11.126,0.651,1.051,74.639,0,2
20050331,100,0.252,0.265,0.519,0.165,0.828,0.293,0.244,0.278,0.534,0.368,1.176,26.282,0.722,0.994,7.001,1,3
19960630,109,0.372,0.39,0.467,0.317,4.778,0.616,-0.062,0.591,0.49,0.409,0.96,1.341,1.836,2.445,252.835,2,6
20100430,148,0.395,0.456,0.337,0.124,1.05,0.128,0.139,0.654,0.836,0.734,5.093,16.326,1.318,1.375,0,1,6
20070930,31,0.231,0.232,0.106,0.207,2.455,0.66,0.34,0.3,0.313,0.26,0.455,19.624,5.499,6.285,124.075,4,7
20060930,126,0.339,0.593,0.405,0.197,1.74,0.145,0.137,0.473,0.78,0.661,3.652,5.094,0.652,1.044,42.422,2,1
20031231,93,0.338,0.338,0.452,0.2,1.94,0.33,0.149,0.508,0.608,0.561,1.548,7.844,1.004,1.975,38.214,3,4
19980630,118,0.392,0.424,0.238,0.338,3.642,0.609,0.09,0.906,0.514,0.526,1.505,4.322,2.516,3.119,141.137,1,4
20080630,108,0.419,0.512,0.404,0.335,2.654,0.442,0.111,0.721,0.62,0.509,1.632,3.633,0.754,1.115,90.643,2,7
20050131,37,0.658,0.871,0,0.522,4.222,0.497,0.052,1.909,0.795,0.756,3.874,4.566,0,0,240.295,1,5
19960930,31,0.347,0.371,0.105,0.341,-3.747,0.796,0.102,0.538,0.401,0.368,0.668,-14.228,5.088,6.017,173.813,4,7
20090930,30,0.166,0.41,0.223,0.25,1.142,0.205,0.385,0.194,0.491,0.422,0.985,21.625,0.959,1.134,65.941,1,2
19970331,99,0.492,0.586,0,0.298,1.178,0.337,0.188,0.746,0.742,0.572,2.873,11.089,0,0,120.523,1,2
20030331,117,0.08,0.1,0.238,0.081,0.556,0.256,0.505,0.087,0.255,0.17,0.342,9,2.88,3.351,36.208,1,6
20000331,46,0.435,0.523,0.546,0.285,1.934,0.343,0.188,0.82,0.692,0.558,2.218,6.993,1.01,1.496,81.07,2,7
20091231,89,0.397,0.424,0.341,0.266,2.623,0.4,0.109,0.398,0.622,0.427,1.644,3.969,1.164,1.255,15.107,2,5
20130331,2,0.323,0.404,0.426,0.189,1.374,0.221,0.123,0.46,0.683,0.489,2.187,12.945,1.015,1.348,68.203,1,5
20011231,3,0.644,0.827,0.281,0.412,2.2,0.389,-0.235,1.807,0.823,0.713,4.638,9.333,1.104,1.346,203.322,1,4
19951231,65,0.396,0.537,0.438,0.362,2.443,0.45,0.158,0.655,0.593,0.565,1.823,4.651,0.635,1.208,71.261,1,7
19991231,97,0.29,0.314,0.408,0.173,0.778,0.264,0.284,0.348,0.608,0.377,1.551,7.942,0.864,1.102,27.663,1,2
19950930,79,0.083,0.102,0.3,0.064,0.321,0.121,0.435,0.099,0.429,0.273,0.835,45.722,1.038,1.354,0,0,4
20090930,87,0.28,0.304,0.156,0.243,1.37,0.526,0.165,0.376,0.425,0.349,0.738,7.995,1.049,3.081,148.845,3,2
20040630,141,0.723,0.728,0.421,0.505,3.797,0.621,0.095,2.613,0.808,0.768,4.209,3.597,1.051,1.594,37.95,2,4
20141031,68,0.654,0.765,0.132,0.386,2.308,0.4,0.142,1.509,0.825,0.763,4.742,6.313,0.259,0.779,6.4,2,2
20070731,127,0.09,0.095,0.029,0.07,0.537,0.208,0.19,0.099,0.324,0.205,0.479,11.818,1.057,3.433,101.214,3,1
20070630,93,0.417,0.459,0.419,0.27,3.335,0.374,-0.065,0.714,0.656,0.62,1.911,4.603,0.904,1.932,37.241,2,4
20020331,160,0.43,0.43,0.516,0.355,2.981,0.672,0.262,0.747,0.529,0.506,1.122,3.249,2.08,3.376,53.647,3,5
20020630,3,0.639,0.849,0.281,0.429,2.178,0.394,-0.235,1.77,0.818,0.715,4.488,19.769,1.11,1.373,222.192,1,4
19950630,82,0.214,0.352,0.565,0.186,1.201,0.194,0.22,0.241,0.585,0.419,1.414,7.411,0.586,0.842,27.775,0,3
19980630,61,0.393,0.418,0.419,0.215,5.047,0.293,0.063,0.69,0.688,0.513,2.347,2.672,1.214,2.363,114.041,2,7
20140630,79,0.286,0.361,0.195,0.246,1.617,0.378,0.219,0.382,0.514,0.365,1.1,12.241,1.606,1.939,208.886,0,4
19960630,31,0.406,0.42,0.097,0.389,-4.404,0.836,0.102,0.688,0.45,0.419,0.817,-10.587,5.653,6.811,153.828,4,7
20080331,99,0.221,0.404,0.121,0.159,1.477,0.126,0.267,0.193,0.692,0.371,2.251,21.305,0.626,1.062,348.969,2,2
20130331,99,0.773,0.834,0.031,0.393,1.719,0.407,0.121,1.226,0.893,0.792,8.463,7.151,0.584,0.812,73.724,2,2
20051231,66,0.619,0.819,0.4,0.464,2.197,0.447,0.138,1.148,0.784,0.717,3.63,6.401,0.468,0.694,20.704,2,2
20041231,147,0.567,0.593,0.691,0.41,2.835,0.558,0.151,1.113,0.701,0.61,2.454,3.532,0.851,0.88,27.344,2,5
20120630,46,0.333,0.377,0.563,0.23,3.967,0.341,0.062,0.508,0.594,0.484,1.49,0.965,1.211,1.861,75.808,4,7
20121231,85,0.361,0.362,0.267,0.147,1.244,0.198,0.114,0.569,0.741,0.44,2.876,11.944,1.941,2.219,98.225,2,6
19980331,30,0.103,0.471,0.262,0.221,0.662,0.084,0.419,0.109,0.578,0.484,1.372,20.639,0.729,0.863,0,0,2
20060930,158,0.495,0.502,0.742,0.406,3.025,0.676,0.173,0.897,0.592,0.525,1.451,4.099,1.714,1.915,54.326,3,4
20020930,34,0.16,0.161,0.668,0.049,0.86,0.065,0.061,0.185,0.744,0.29,2.911,21.474,1.477,1.477,0,2,6
20050331,3,0.427,0.441,0.198,0.25,1.542,0.358,0.121,0.743,0.675,0.46,2.081,13.812,1.51,1.825,183.803,1,4
19950630,63,0.247,0.26,0.183,0.195,0.705,0.543,0.785,0.276,0.341,0.204,0.518,30.36,3.439,3.789,52.402,4,6
20031231,161,1.192,1.328,0.675,0.71,2.447,0.578,0.095,0,1.103,1.159,-10.746,2.761,1.265,1.265,59.097,4,4
20130930,2,0.297,0.394,0.423,0.185,1.306,0.208,0.123,0.411,0.67,0.476,2.068,14.379,1.016,1.334,68.294,1,5
20010630,88,0.364,0.37,0.786,0.274,0.724,0.51,0.554,0.504,0.529,0.458,1.121,11.941,0.837,0.867,0,2,3
19961231,138,0.478,0.49,0.602,0.441,2.037,0.812,0.206,0.939,0.53,0.513,1.179,5.552,2.637,2.792,50.632,3,4
20011231,100,0.393,0.395,0.297,0.265,1.869,0.445,0.171,0.506,0.593,0.458,1.456,5.627,0.384,0.961,5.901,2,3
20040930,147,0.577,0.621,0.609,0.415,2.916,0.537,0.13,1.1,0.717,0.623,2.654,3.685,0.856,0.879,28.844,2,5
19970331,56,0.301,0.539,0.281,0.291,1.229,0.261,0.229,0.361,0.622,0.466,1.648,10.26,0.558,1.164,90.733,0,2
20010630,28,0.195,0.261,0.407,0.157,0.414,0.228,0.406,0.195,0.515,0.324,1.063,18.048,0.946,1.076,3.835,0,3
20011231,99,0.441,0.523,0.298,0.26,1.186,0.304,0.145,0.62,0.722,0.567,3.126,9.822,0.404,0.836,84.288,1,2
20001231,103,0.456,0.5,0.23,0.371,4.282,0.568,0.06,0.781,0.596,0.505,1.474,2.208,0.696,1.647,154.029,2,5
20060630,126,0.319,0.599,0.418,0.194,1.581,0.133,0.137,0.437,0.779,0.665,3.645,6.24,0.654,1.045,42.077,2,1
20090630,146,0.471,0.471,0.619,0.316,-35.015,0.49,-0.151,0.881,0.645,0.511,1.816,-0.797,1.829,2.208,595.742,3,1
20030630,3,0.458,0.545,0.206,0.313,2.06,0.383,0.01,0.846,0.688,0.52,2.209,10.715,1.477,1.814,213.13,1,4
20020930,13,0.325,0.332,0.486,0.252,2.748,0.505,0.215,0.454,0.488,0.396,0.952,5.385,1.401,2.329,147.723,1,3
19970930,21,0.579,0.598,0.332,0.353,3.038,0.455,-0.021,15.7,0.751,0.656,3.019,2.201,0.938,1.22,35.015,4,6
19980331,58,0.366,0.392,0.145,0.326,3.259,0.645,0.094,0.563,0.472,0.403,0.904,1.74,1.055,1.055,0,3,1
20110630,54,0.263,0.276,0.443,0.213,0.802,0.469,0.28,0.358,0.432,0.331,0.762,13.204,2.341,3.012,87.731,1,3
20080930,126,0.32,0.439,0.371,0.184,1.682,0.188,0.093,0.48,0.715,0.595,2.556,4.743,0.679,1.16,39.424,2,1
20031231,113,0.441,0.441,0.584,0.313,1.855,0.519,0.208,0.57,0.603,0.494,1.572,4.939,0.725,1.055,27.367,2,3
20060630,156,0.238,0.238,0.372,0.184,1.743,0.444,0.274,0.313,0.413,0.348,0.704,4.754,2.24,2.368,25.663,3,5
20040630,59,0.003,0.223,0.655,0.12,0.403,0.004,0.517,0.003,0.462,0.29,0.858,21.639,1.056,1.038,16.128,2,5
19950331,70,0.22,0.5,0.353,0.277,1.712,0.214,0.167,0.273,0.568,0.424,1.316,11.571,0.734,0.971,194.52,0,4
19980930,159,0.608,0.63,0.763,0.536,7.101,0.775,0.044,1.433,0.667,0.63,2.002,1.705,1.901,2.139,86.276,4,2
19950331,102,0.706,0.713,0.693,0.565,4.846,0.729,0.092,3.235,0.767,0.754,3.292,1.083,0.784,0.872,0,4,3
20120131,37,0.698,1.131,0,0.561,4.481,0.407,0.056,2.262,0.85,0.82,5.679,6.71,0,0,283.56,1,5
20120630,53,0.733,0.791,0.339,0.317,3.094,0.328,0.048,10.17,0.893,0.9,15.706,2.892,1.048,1.734,64.727,3,1
20041231,65,0.59,0.612,0.321,0.428,4.503,0.579,0.098,1.42,0.714,0.672,2.958,1.981,1.355,1.913,52.205,2,7
20110131,127,0.063,0.063,0.046,0.047,0.362,0.157,0.374,0.068,0.301,0.151,0.43,19.429,1.789,3.955,90.344,3,1
20081031,57,0.165,0.383,0.492,0.158,1.258,0.103,0.196,0.182,0.656,0.451,1.91,23.188,0.828,0.977,51.62,1,6
20090930,41,0.5,0.659,0.438,0.289,3.023,0.28,0.109,1.074,0.781,0.633,3.779,4.062,1.15,1.674,132.702,1,7
19970930,68,1.419,1.427,0.143,0.617,2.687,0.519,0.068,0,1.181,1.259,-6.526,3.349,0.217,0.84,7.058,2,2
20031231,44,0.049,0.097,0.529,0.055,0.296,0.059,0.352,0.043,0.465,0.227,0.901,33.261,0.964,1.197,22.624,0,3
20060630,158,0.509,0.515,0.712,0.418,2.764,0.686,0.173,0.945,0.602,0.537,1.51,4.571,1.819,2.022,53.554,3,4
20130630,81,0.211,0.263,0.314,0.178,0.78,0.309,0.335,0.275,0.465,0.308,0.892,37.912,1.617,2.232,103.667,0,5
